0,7630ee924e6c-Hudep2_ATAC,35787a79304d-Hudep2_D3_merged_CTCF.all,44c76ccadce7-Hudep2_BCL11A,b0983cdb936b-Hudep2_D0_GATA1.all,38099f37f895-HUDEP2_LRF_CHIP,f953767675a6-Hudep2_D3_merged_GATA1.all,3e5c21726168-Hudep2_D3_merged_KLF1.all,b775685959b2-Hudep2_D3_merged_LDB1.all,eeb28b893ba0-Hudep2_D3_merged_TAL1.all
chr19:12997523-12997524,196.738,15.8546,6.671989999999999,28.516,109.2,75.078,43.1738,27.3032,41.3156
chr19:12997530-12997531,198.18400000000003,15.7358,6.6595699999999995,28.2855,109.521,73.5638,42.8085,26.9699,40.305
chr19:12997540-12997541,199.035,15.5053,6.641839999999999,27.8954,110.709,71.1879,42.2411,26.4025,38.6028
chr19:12997560-12997561,200.738,15.0443,6.606380000000001,27.1152,113.085,66.4362,41.1064,25.2677,35.1986
chr19:12997564-12997565,201.078,14.9521,6.599289999999999,26.9592,113.56,65.4858,40.8794,25.0408,34.5177
chr19:12997566-12997567,201.248,14.905999999999999,6.595739999999999,26.8812,113.79799999999999,65.0106,40.766,24.9273,34.1773
chr19:12997612-12997613,193.11,14.4521,6.74823,26.0284,122.225,59.5922,38.9911,23.1578,30.2039
chr19:12997620-12997621,191.294,14.3954,6.790780000000001,25.8865,123.87100000000001,58.7411,38.6933,22.8457,29.5798
chr19:12997623-12997624,190.518,14.3954,6.812060000000001,25.8493,124.355,58.6667,38.672,22.7819,29.4947
chr19:12997636-12997637,187.41299999999998,14.4326,7.02837,25.7128,126.973,58.406000000000006,38.617,22.3812,29.1135
chr19:12997652-12997653,183.86700000000002,14.5177,7.42553,25.5709,130.746,58.1507,38.5887,21.7571,28.6312
chr19:12997660-12997661,182.09400000000002,14.5603,7.624110000000001,25.5,132.63299999999998,58.023,38.5745,21.445,28.3901
chr19:12997664-12997665,181.207,14.5816,7.7234,25.4645,133.576,57.9592,38.5674,21.289,28.2695
chr19:12997670-12997671,179.878,14.6135,7.8723399999999994,25.4113,134.991,57.8635,38.5567,21.055,28.0887
chr19:12998016-12998017,1301.09,25.1915,50.8954,85.6684,314.372,222.41099999999997,81.3865,51.4681,67.406
chr19:12998053-12998054,1478.1,26.5106,62.093999999999994,95.9894,338.47900000000004,258.32099999999997,88.1791,58.3989,79.0408
chr19:12998054-12998055,1482.5,26.5461,62.4043,96.2784,339.13800000000003,259.314,88.3723,58.593999999999994,79.3954
chr19:12998060-12998061,1508.93,26.7589,64.266,98.0124,343.096,265.27099999999996,89.5319,59.7642,81.523
chr19:12998062-12998063,1517.74,26.8298,64.8865,98.5904,344.415,267.257,89.9184,60.1543,82.2323
chr19:12998073-12998074,1557.57,27.1667,67.7518,101.402,350.681,276.828,91.7784,62.0337,85.8351
chr19:12998477-12998478,1360.99,34.1418,58.0762,180.43099999999998,369.606,418.059,89.906,131.555,228.83700000000002
chr19:13001714-13001715,2158.53,70.8706,747.6439999999999,28.773000000000003,64.6046,65.0603,275.67,26.1489,27.0124
chr19:13001758-13001759,2391.8,66.773,852.191,30.1631,68.2837,69.0124,320.383,24.1348,25.7624
chr19:13001775-13001776,2467.87,64.8759,879.8739999999999,30.6046,69.7004,70.1933,335.539,23.406,25.3723
chr19:13001824-13001825,2587.17,58.1135,849.961,31.3369,73.0124,72.7163,362.902,22.4716,24.7553
chr19:13001826-13001827,2589.34,57.9184,846.6310000000001,31.344,73.0904,72.7872,363.346,22.4574,24.766
chr19:13001840-13001841,2590.34,56.0851,808.0319999999999,31.3156,73.305,73.1082,364.42,22.5532,24.7429
chr19:13030109-13030110,976.323,27.023000000000003,65.1028,24.0106,70.5674,32.6862,219.40099999999998,24.4592,26.6809
chr19:13030117-13030118,1012.2,27.476999999999997,68.2518,24.1383,71.2057,33.0266,224.734,24.7713,26.5957
chr19:13030243-13030244,1233.36,33.1543,79.3333,24.0195,73.1152,32.9309,228.426,26.2216,25.1702
chr19:13040976-13040977,101.943,10.6631,1.59397,5.03191,20.594,0.9946809999999999,10.4947,5.47872,2.25
chr19:13041038-13041039,118.551,13.4805,2.27305,4.79255,21.555,0.8386520000000001,8.68262,4.29255,2.3546099999999996
chr19:13041039-13041040,118.42200000000001,13.4982,2.2801400000000003,4.77305,21.5638,0.840426,8.64184,4.2766,2.35638
chr19:13043969-13043970,186.761,8.57092,10.727,8.489360000000001,30.2996,16.5177,15.0213,11.2872,10.7819
chr19:13043980-13043981,191.06599999999997,8.59397,10.2837,8.51596,30.8351,16.3316,15.4681,11.2287,10.8954
chr19:13044081-13044082,213.798,9.118789999999999,7.8315600000000005,11.0621,40.3209,10.9521,24.1472,11.1223,10.7926
chr19:13044099-13044100,212.138,9.24645,7.76773,11.9238,42.2996,10.2819,26.1578,11.2819,10.6649
chr19:13048309-13048310,299.863,14.1507,5.56915,17.2199,199.15400000000002,23.4238,28.0514,14.477,14.1862
chr19:13048340-13048341,357.973,15.0869,7.74823,19.4025,217.067,26.9734,31.0869,14.4415,14.4202
chr19:13048813-13048814,2122.89,29.4592,151.509,34.9982,245.243,86.1667,130.78,25.7358,38.3245
chr19:13048818-13048819,2164.86,29.5124,156.36700000000002,35.2199,244.25,87.3723,133.972,25.8333,38.4486
chr19:13048872-13048873,2397.6,31.4238,200.87099999999998,37.7482,233.45,99.0727,170.44,28.656,35.883
chr19:13048929-13048930,2359.93,33.3457,225.863,40.273,228.16099999999997,108.51100000000001,211.046,33.2305,32.8245
chr19:13048932-13048933,2348.45,33.367,226.66099999999997,40.289,228.17700000000002,108.755,213.567,33.4539,32.7872
chr19:13049140-13049141,1952.83,34.766,294.732,31.5337,206.949,86.1879,340.305,31.0922,41.1968
chr19:13049213-13049214,2243.94,40.9574,366.05,28.7234,197.90099999999998,73.5887,330.19699999999995,27.6064,41.0514
chr19:13049216-13049217,2258.51,41.2606,369.22,28.6064,197.645,73.0674,329.314,27.5053,40.9663
chr19:13049220-13049221,2277.94,41.6649,373.44699999999995,28.4504,197.305,72.3723,328.13699999999994,27.3706,40.8528
chr19:13049237-13049238,2338.37,43.0301,382.711,27.9025,196.452,69.5585,321.138,27.2004,39.8511
chr19:13049256-13049257,2406.79,44.6809,391.63800000000003,27.094,195.071,65.7181,311.301,27.0993,38.2677
chr19:13049276-13049277,2466.77,46.195,398.801,26.2855,193.702,62.0266,301.649,27.0887,36.6755
chr19:13049280-13049281,2470.98,46.4007,398.532,26.1259,193.438,61.3777,299.805,27.1489,36.3794
chr19:13049290-13049291,2465.29,46.9681,392.911,25.594,192.551,59.1968,293.387,27.4326,35.5461
chr19:13049340-13049341,2366.01,48.8848,351.12800000000004,23.2145,188.106,49.1968,262.941,28.9911,32.0709
chr19:13049676-13049677,252.44099999999997,62.3582,12.0195,14.5567,95.5035,22.1294,75.5656,24.5621,18.578
chr19:13049686-13049687,251.149,63.6011,11.5372,14.4255,93.7606,21.8883,73.2482,24.3972,18.773
chr19:13049700-13049701,250.255,65.3635,10.8174,14.227,91.1046,21.5656,69.773,24.1738,19.0461
chr19:13049744-13049745,258.793,68.2801,9.039010000000001,13.7624,84.4379,20.6897,60.8617,23.6152,19.8936
chr19:13049779-13049780,272.48400000000004,67.3972,8.09752,13.4681,79.6667,20.0727,55.093999999999994,23.3387,20.3227
chr19:13051579-13051580,114.81200000000001,4.9273,2.25,25.5621,17.7996,21.7979,13.3387,8.26596,3.3953900000000004
chr19:13051594-13051595,111.94,5.21986,2.25,26.1206,17.2943,21.6383,13.3121,8.37234,3.36879
chr19:13051596-13051597,111.557,5.25887,2.25,26.195,17.227,21.616999999999997,13.3085,8.386519999999999,3.36525
chr19:13051597-13051598,111.365,5.27837,2.25,26.2323,17.1933,21.6064,13.3067,8.39362,3.3634800000000005
chr19:13051671-13051672,84.8936,7.326239999999999,2.1755299999999997,26.3918,15.1117,19.4752,12.9504,8.826239999999999,3.48759
chr19:13051672-13051673,84.5,7.35284,2.1737599999999997,26.3582,15.1028,19.4362,12.9415,8.82979,3.4911300000000005
chr19:13051681-13051682,80.8475,7.60993,2.17199,25.9876,15.015999999999998,19.0426,12.8475,8.854610000000001,3.5266
chr19:13056578-13056579,1118.42,48.3085,106.876,47.9681,125.906,151.08700000000002,304.551,23.7819,23.9521
chr19:13056602-13056603,1166.32,47.906000000000006,115.152,45.6631,134.40200000000002,144.48,299.262,24.9397,25.5479
chr19:13057037-13057038,694.314,29.9007,10.9149,17.1649,179.90599999999998,30.7252,103.53200000000001,33.7606,23.6418
chr19:13057039-13057040,697.034,29.961,11.0213,17.1152,179.43400000000003,30.711,103.31200000000001,33.7252,23.5461
chr19:13057311-13057312,169.016,18.4291,8.212769999999999,19.8511,73.9557,16.2199,48.0035,27.0337,17.3582
chr19:13057322-13057323,150.732,17.8848,7.808510000000001,20.2252,71.5727,15.7199,46.9504,27.1631,17.6401
chr19:13057323-13057324,150.032,17.8599,7.781910000000001,20.2447,71.4663,15.6933,46.9025,27.171999999999997,17.6613
chr19:13057324-13057325,149.332,17.8351,7.755319999999999,20.2642,71.3599,15.6667,46.8546,27.1809,17.6826
chr19:13057325-13057326,148.631,17.8103,7.72872,20.2837,71.2535,15.6401,46.8067,27.1897,17.7039
chr19:13057326-13057327,147.931,17.7855,7.70213,20.3032,71.1472,15.6135,46.7589,27.1986,17.7252
chr19:13057328-13057329,146.53,17.7358,7.64894,20.3422,70.9344,15.5603,46.6631,27.2163,17.7677
chr19:13057332-13057333,143.601,17.6472,7.52128,20.3777,70.4238,15.4433,46.3759,27.2358,17.8156
chr19:13058793-13058794,1041.38,24.1152,46.9379,94.5798,99.3918,223.16,210.766,62.8209,91.8706
chr19:13058973-13058974,1847.11,29.4326,57.7323,114.374,109.661,290.98900000000003,288.851,90.6862,108.213
chr19:13058974-13058975,1844.15,29.4344,57.5018,114.119,109.67200000000001,290.656,288.324,90.4911,108.14
chr19:13058985-13058986,1793.48,29.4433,54.0833,110.236,109.598,284.574,280.117,87.367,106.45700000000001
chr19:13067004-13067005,169.433,15.9982,8.28014,20.8333,30.5106,23.2872,12.633,13.5798,10.4309
chr19:13067047-13067048,187.615,16.8511,8.51773,21.4415,32.3989,24.2482,13.3972,14.9982,11.117
chr19:13067058-13067059,189.975,17.0266,8.40071,21.5195,33.0426,24.2872,13.7092,15.4858,11.3121
chr19:13067080-13067081,191.488,17.2943,8.04078,21.5674,34.2961,24.1684,14.2961,16.3333,11.6649
chr19:13067084-13067085,189.984,17.344,7.8776600000000006,21.4823,34.5869,23.9699,14.4521,16.5106,11.7145
chr19:13076276-13076277,707.775,395.564,7.7393600000000005,21.8972,141.667,36.8014,78.5567,34.3511,33.0603
chr19:13076316-13076317,791.7869999999999,429.76800000000003,6.586880000000001,22.8511,150.722,43.3777,82.0461,36.6206,35.1489
chr19:13076355-13076356,793.5269999999999,433.76599999999996,5.25887,22.3599,154.628,46.5035,81.0071,37.1472,34.9255
chr19:13076362-13076363,790.113,433.121,4.99823,22.1986,155.07399999999998,46.9379,80.6099,37.172,34.8014
chr19:13076373-13076374,781.75,431.02099999999996,4.61525,21.9078,155.5,47.4291,79.8688,37.1418,34.5638
chr19:13076391-13076392,744.995,416.51099999999997,4.16844,20.9504,153.245,47.0355,77.1241,36.5567,33.7128
chr19:13076392-13076393,742.676,415.528,4.14539,20.8883,153.071,47.0035,76.9433,36.5177,33.6578
chr19:13076393-13076394,740.3560000000001,414.546,4.12234,20.8262,152.89700000000002,46.9716,76.7624,36.4787,33.6028
chr19:13076528-13076529,477.07599999999996,247.105,4.46277,13.9309,118.204,41.328,52.6472,30.3085,32.5124
chr19:13076610-13076611,376.74800000000005,169.965,5.606380000000001,15.1206,105.16799999999999,37.5709,43.6117,27.7305,33.8883
chr19:13076642-13076643,323.344,146.53,5.53191,15.8652,99.9539,34.0461,40.3989,26.3777,32.3387
chr19:13088775-13088776,425.775,208.31599999999997,10.0195,12.4379,58.538999999999994,11.9752,25.6011,15.6117,10.0284
chr19:13088777-13088778,429.849,209.93599999999998,10.0975,12.4805,58.727,12.1028,25.6826,15.6401,10.1418
chr19:13088783-13088784,442.491,215.44299999999998,10.367,12.6436,59.4539,12.5355,25.9415,15.6968,10.5035
chr19:13088791-13088792,459.626,223.21599999999998,10.75,12.8848,60.5319,13.1454,26.2961,15.7535,11.0
chr19:13088844-13088845,535.878,262.431,12.7394,14.1152,66.3706,16.0745,27.8848,15.5762,13.4752
chr19:13088846-13088847,536.484,263.254,12.7855,14.1436,66.5195,16.1277,27.8954,15.5337,13.5248
chr19:13088889-13088890,521.865,270.41700000000003,13.3883,14.5833,68.3174,16.5674,27.5071,14.4592,13.8582
chr19:13094508-13094509,390.034,284.862,4.62411,14.1897,130.47899999999998,17.5514,78.6915,22.8298,15.155999999999999
chr19:13094539-13094540,386.67199999999997,314.72,4.21986,13.3883,140.55,16.8652,78.4699,23.8209,15.7908
chr19:13094581-13094582,347.19,334.379,3.5762400000000003,11.9787,148.53,15.0124,74.8901,24.2748,15.6241
chr19:13094594-13094595,325.661,330.046,3.43794,11.5177,148.599,14.344000000000001,72.8387,23.8599,15.3245
chr19:13094596-13094597,322.349,329.379,3.41667,11.4468,148.61,14.2411,72.523,23.7961,15.2784
chr19:13140915-13140916,118.154,100.34200000000001,3.4751800000000004,8.32447,27.9805,9.8883,15.9787,6.99645,6.3102800000000006
chr19:13140917-13140918,119.395,101.23899999999999,3.4007099999999997,8.39184,28.0337,9.95922,16.0,7.0141800000000005,6.32801
chr19:13140918-13140919,120.016,101.68799999999999,3.3634800000000005,8.42553,28.0603,9.99468,16.0106,7.02305,6.336880000000001
chr19:13140924-13140925,122.803,103.699,3.18262,8.58511,28.1631,10.1578,16.0248,7.076239999999999,6.3404300000000005
chr19:13144297-13144298,158.839,48.711000000000006,4.07092,11.5124,27.4982,13.4433,14.3688,9.92199,6.95213
chr19:13145051-13145052,487.525,133.901,11.9096,7.96277,47.6525,11.2181,27.8316,15.3741,7.790780000000001
chr19:13145143-13145144,647.899,128.691,15.2908,10.710999999999999,42.8245,11.2943,31.921999999999997,16.1223,6.64716
chr19:13163338-13163339,87.6223,6.03546,1.6453900000000001,4.31915,19.6525,8.44149,11.2606,6.152480000000001,3.5709199999999996
chr19:13163348-13163349,94.9273,5.8227,1.6099299999999999,4.58511,19.6702,8.60106,11.0833,6.18794,3.71277
chr19:13163350-13163351,96.3883,5.78014,1.60284,4.6383,19.6738,8.63298,11.0479,6.1950400000000005,3.7411300000000005
chr19:13163366-13163367,108.07600000000001,5.4397199999999994,1.5461,5.06383,19.7021,8.8883,10.7642,6.25177,3.96809
chr19:13163370-13163371,110.99799999999999,5.35461,1.53191,5.17021,19.7092,8.95213,10.6933,6.26596,4.02482
chr19:13172036-13172037,142.929,39.6986,7.46277,9.79787,79.1844,11.8475,23.7057,12.9415,11.172
chr19:13172108-13172109,180.362,62.5833,12.578,11.0869,88.9805,13.5762,27.3493,13.6348,12.0426
chr19:13172366-13172367,642.014,167.12599999999998,12.4344,15.6649,92.5851,11.1241,33.2394,16.1525,12.4787
chr19:13172406-13172407,612.356,164.363,10.5089,15.7819,86.9823,11.4255,30.7801,15.2979,12.460999999999999
chr19:13172427-13172428,578.399,160.342,9.46631,15.7323,82.9982,11.4131,29.4397,14.8635,12.2252
chr19:13172431-13172432,566.924,158.789,9.26418,15.6897,81.945,11.3635,29.1773,14.7926,12.1259
chr19:13173287-13173288,24.9574,6.27837,6.47518,6.900710000000001,19.4096,6.22518,9.647160000000001,6.89894,5.51596
chr19:13173296-13173297,25.1011,6.37411,6.53901,6.78901,19.5532,6.097519999999999,9.631210000000001,6.86702,5.45213
chr19:13173297-13173298,25.116999999999997,6.38475,6.5461,6.7766,19.5691,6.08333,9.629430000000001,6.86348,5.4450400000000005
chr19:13173300-13173301,25.1649,6.41667,6.56738,6.7393600000000005,19.617,6.040780000000001,9.62411,6.85284,5.42376
chr19:13173301-13173302,25.1809,6.4273,6.57447,6.72695,19.633,6.0266,9.62234,6.849289999999999,5.41667
chr19:13173303-13173304,25.2128,6.448580000000001,6.58865,6.70213,19.6649,5.99823,9.618789999999999,6.8422,5.402480000000001
chr19:13173312-13173313,25.3564,6.54433,6.652480000000001,6.5904300000000005,19.8085,5.87057,9.602839999999999,6.8102800000000006,5.33865
chr19:13180522-13180523,2182.43,34.9078,190.81,238.459,191.37400000000002,502.358,134.66299999999998,175.78400000000002,283.551
chr19:13180532-13180533,2215.8,35.383,199.12099999999998,248.601,194.83900000000003,521.44,138.791,185.42,291.715
chr19:13180585-13180586,2321.05,37.0213,236.62400000000002,303.043,213.41099999999997,630.58,161.218,238.915,334.11
chr19:13180592-13180593,2307.97,36.9716,237.294,307.312,214.826,639.988,163.08,243.271,336.431
chr19:13180963-13180964,884.998,37.5195,29.2004,72.5106,101.43299999999999,148.582,67.6365,40.9415,81.5266
chr19:13180964-13180965,884.814,37.5443,29.1401,71.9805,101.22,147.459,67.3475,40.6064,81.0833
chr19:13180967-13180968,884.2610000000001,37.6188,28.9592,70.3901,100.58200000000001,144.092,66.4805,39.6011,79.7535
chr19:13183485-13183486,104.583,16.3245,3.4344,5.36525,27.5266,5.1897199999999994,10.0053,7.040780000000001,4.8617
chr19:13183486-13183487,105.385,16.3883,3.44504,5.36702,27.5053,5.198580000000001,10.0089,7.0354600000000005,4.87766
chr19:13183614-13183615,143.41,20.3121,3.9805,4.83511,26.1986,4.5195,10.6826,6.448580000000001,8.12411
chr19:13183616-13183617,142.846,20.2908,3.9734,4.81738,26.1915,4.4805,10.6862,6.44149,8.18794
chr19:13188289-13188290,867.7180000000001,31.2571,17.0851,82.2305,124.29799999999999,243.97,80.7447,72.7553,94.5691
chr19:13190468-13190469,1078.14,37.8883,12.6968,21.6631,88.2411,38.1613,70.1082,18.8777,17.6649
chr19:13190470-13190471,1085.52,37.8528,12.7181,21.5709,88.4362,38.0124,70.2252,18.8457,17.7181
chr19:13190473-13190474,1090.66,37.7358,12.75,21.4645,88.5053,37.8103,70.2252,18.7872,17.75
chr19:13190490-13190491,1110.14,36.7996,12.7943,20.7057,88.5071,36.1578,69.9131,18.3972,17.7748
chr19:13190513-13190514,1129.39,35.3316,12.7535,19.5638,88.2216,33.5479,69.2606,17.8262,17.6933
chr19:13190672-13190673,723.867,27.6933,13.7163,15.7589,64.9149,19.961,59.9043,15.2411,17.3528
chr19:13190693-13190694,689.562,26.5266,13.3564,15.5851,62.0851,19.1543,58.8989,15.3901,18.0106
chr19:13193359-13193360,185.766,51.1241,1.83865,5.87943,20.8316,3.4539,14.7358,14.2908,7.374110000000001
chr19:13193367-13193368,190.702,52.8262,1.83865,5.80851,21.3138,3.5815599999999996,14.6223,14.460999999999999,7.35993
chr19:13193376-13193377,193.80900000000003,54.1773,1.81738,5.73936,21.8138,3.69326,14.4734,14.6099,7.33333
chr19:13200136-13200137,257.77,60.5496,0.530142,4.32979,29.0762,4.56738,10.8014,7.07447,5.755319999999999
chr19:13200139-13200140,261.748,61.055,0.567376,4.30851,28.9911,4.551419999999999,10.7855,7.11702,5.87234
chr19:13200140-13200141,263.074,61.2234,0.5797869999999999,4.301419999999999,28.9628,4.5461,10.7801,7.13121,5.91135
chr19:13200176-13200177,306.596,66.6915,1.01596,4.07801,27.984,4.33333,10.578,7.58865,7.209219999999999
chr19:13200195-13200196,311.158,66.9557,1.27482,3.98759,27.211,3.9946800000000002,10.273,7.6897199999999994,7.58511
chr19:13200225-13200226,313.551,66.7429,1.67376,3.8368800000000003,25.9078,3.4095699999999995,9.75,7.8404300000000005,8.09929
chr19:13200234-13200235,307.142,65.7394,1.75355,3.78723,25.5301,3.20745,9.60638,7.86348,8.076239999999999
chr19:13200235-13200236,306.151,65.5869,1.7624099999999998,3.7801400000000003,25.4858,3.18262,9.59043,7.86525,8.06738
chr19:13204791-13204792,869.477,219.851,8.23227,15.4592,151.415,17.1773,34.1223,17.8316,17.3564
chr19:13204798-13204799,871.7360000000001,219.50400000000002,8.17021,15.695,151.465,17.2394,34.1472,17.8936,17.1454
chr19:13207191-13207192,570.349,39.4184,19.8564,9.70922,116.684,10.2216,43.2855,14.2518,11.7092
chr19:13207196-13207197,584.587,40.4291,20.3528,9.70922,118.12899999999999,10.2571,43.516000000000005,14.367,11.8067
chr19:13207224-13207225,658.92,45.8191,22.9628,9.68085,125.88799999999999,10.4273,44.7358,14.9911,12.3316
chr19:13207225-13207226,660.418,45.9539,23.0195,9.673760000000001,126.094,10.4273,44.7642,15.0089,12.3457
chr19:13207274-13207275,701.1080000000001,51.8972,24.2305,9.08688,135.821,10.094,46.8954,15.6826,13.0851
chr19:13207278-13207279,700.548,52.0674,24.1241,9.037230000000001,136.14700000000002,10.0514,47.023,15.7039,13.1135
chr19:13207290-13207291,686.034,51.9539,23.3369,8.9078,137.028,9.88475,47.445,15.7872,13.2766
chr19:13207291-13207292,684.727,51.9397,23.2677,8.897160000000001,137.101,9.870569999999999,47.4805,15.7943,13.2908
chr19:13207292-13207293,683.42,51.9255,23.1986,8.886519999999999,137.174,9.85638,47.516000000000005,15.8014,13.305
chr19:13207293-13207294,682.113,51.9113,23.1294,8.87589,137.246,9.8422,47.5514,15.8085,13.3191
chr19:13207295-13207296,679.5,51.883,22.9911,8.854610000000001,137.392,9.813830000000001,47.6223,15.8227,13.3475
chr19:13207668-13207669,210.67,20.0053,6.874110000000001,7.92553,97.7677,9.09574,33.461,10.1773,12.9379
chr19:13207709-13207710,168.06599999999997,20.0284,6.790780000000001,7.91135,90.0869,8.0922,29.7872,11.117,13.5426
chr19:13207712-13207713,164.672,20.0496,6.790780000000001,7.91135,89.4965,8.02305,29.4947,11.2021,13.5904
chr19:13207725-13207726,151.47299999999998,20.2482,6.83511,7.920210000000001,87.3191,7.80319,28.3865,11.5975,13.7535
chr19:13207726-13207727,150.644,20.2766,6.84397,7.921989999999999,87.1986,7.7961,28.3209,11.6312,13.7606
chr19:13207729-13207730,148.154,20.3617,6.87057,7.9273,86.8369,7.77482,28.1241,11.7323,13.7819
chr19:13207913-13207914,54.0567,22.5461,10.3014,7.0815600000000005,68.5727,11.9681,20.6206,17.3298,12.5319
chr19:13207923-13207924,54.2908,22.0745,10.3333,7.0106399999999995,67.6649,12.1152,20.7181,17.344,12.2305
chr19:13207924-13207925,54.343999999999994,22.0248,10.3316,7.00355,67.5816,12.1188,20.734,17.3404,12.2004
chr19:13207967-13207968,56.2943,19.0816,9.78369,6.49645,62.4486,11.7323,21.4202,16.7163,10.7695
chr19:13207988-13207989,55.3103,17.9433,9.39007,6.26773,60.1135,11.1738,21.6117,16.2535,10.2057
chr19:13208039-13208040,47.4645,15.4681,7.9273,5.71986,55.0957,9.604610000000001,21.5567,14.5532,9.289010000000001
chr19:13208836-13208837,1060.97,21.4291,24.8848,16.0603,224.215,17.3387,82.4965,18.9574,19.078
chr19:13212196-13212197,231.222,86.7376,4.32624,8.945039999999999,161.863,8.45745,28.344,13.8067,8.50887
chr19:13212204-13212205,238.995,89.8582,4.51064,9.14362,162.984,8.62766,28.7837,13.905999999999999,8.97695
chr19:13212206-13212207,240.938,90.6383,4.5567400000000005,9.19326,163.264,8.67021,28.8936,13.9309,9.09397
chr19:13212207-13212208,241.91,91.0284,4.57979,9.21809,163.404,8.69149,28.9486,13.9433,9.15248
chr19:13212252-13212253,261.122,103.262,5.26064,9.92199,163.167,9.74113,31.0177,13.7465,11.0957
chr19:13212447-13212448,114.961,73.8262,7.328010000000001,10.0248,115.544,11.7128,29.7057,9.97872,12.7571
chr19:13212448-13212449,114.34,73.4947,7.33865,10.0213,115.314,11.6986,29.6525,9.96631,12.7624
chr19:13212456-13212457,109.376,70.8422,7.423760000000001,9.99291,113.47,11.5851,29.226999999999997,9.86702,12.805
chr19:13212463-13212464,105.03200000000001,68.5213,7.49823,9.96809,111.85600000000001,11.4858,28.8546,9.78014,12.8422
chr19:13212464-13212465,104.411,68.1897,7.50887,9.96454,111.626,11.4716,28.8014,9.76773,12.8475
chr19:13212480-13212481,97.2713,64.0816,7.597519999999999,9.870569999999999,108.775,11.3032,28.1135,9.60638,12.8883
chr19:13212485-13212486,94.9486,62.6631,7.562060000000001,9.826239999999999,107.65799999999999,11.2057,27.8652,9.57092,12.8528
chr19:13212500-13212501,87.9805,58.4078,7.45567,9.69326,104.307,10.9131,27.1206,9.46454,12.7465
chr19:13212501-13212502,87.516,58.1241,7.448580000000001,9.6844,104.083,10.8936,27.0709,9.45745,12.7394
chr19:13212509-13212510,83.7996,55.8546,7.391839999999999,9.613480000000001,102.296,10.7376,26.6738,9.40071,12.6826
chr19:13212551-13212552,69.1489,46.0621,6.671989999999999,9.445039999999999,93.8138,9.65248,24.8972,9.53369,12.3085
chr19:13212556-13212557,67.4557,44.883,6.54787,9.436169999999999,92.7855,9.50177,24.6755,9.57801,12.2376
chr19:13212557-13212558,67.117,44.6472,6.52305,9.4344,92.5798,9.471630000000001,24.6312,9.58688,12.2234
chr19:13213615-13213616,2379.39,53.7713,94.0,383.13300000000004,226.459,915.6439999999999,231.995,208.553,513.793
chr19:13213653-13213654,2415.38,53.2642,97.5248,422.941,250.227,998.959,245.61700000000002,236.50400000000002,547.1419999999999
chr19:13213679-13213680,2424.57,52.3812,97.8245,441.181,265.856,1036.57,252.68400000000003,250.707,559.885
chr19:13213683-13213684,2417.29,51.9628,97.094,440.42900000000003,268.402,1035.05,252.74099999999999,250.793,558.119
chr19:13213726-13213727,2336.3,47.5816,89.2092,430.156,294.284,1014.39,252.543,250.005,537.656
chr19:13215294-13215295,239.312,51.5975,8.33688,14.4557,98.5993,6.63121,28.4823,12.172,16.9858
chr19:13215344-13215345,293.035,70.6135,9.39362,15.5248,111.86200000000001,6.46099,33.6418,14.1401,17.3759
chr19:13215355-13215356,306.298,76.1525,9.647160000000001,15.7979,115.78200000000001,6.597519999999999,35.0851,14.7642,17.4149
chr19:13215356-13215357,307.504,76.656,9.67021,15.8227,116.13799999999999,6.60993,35.2163,14.8209,17.4184
chr19:13215469-13215470,413.11,137.094,10.3546,17.9167,153.482,10.5213,46.3085,19.8103,16.4681
chr19:13215480-13215481,416.004,140.507,10.1472,17.9309,154.674,10.7961,46.5106,19.8511,16.1933
chr19:13215481-13215482,415.691,140.748,10.1241,17.9184,154.621,10.8191,46.4823,19.8316,16.1596
chr19:13229740-13229741,228.113,8.22695,9.12411,12.5922,72.5106,5.11348,25.0284,12.5142,5.5266
chr19:13229768-13229769,239.28400000000002,8.12766,9.67021,13.1383,76.7801,5.11348,23.0426,14.0532,4.83156
chr19:13229801-13229802,227.8,7.83865,9.303189999999999,12.8582,80.5461,5.49823,20.8777,15.3014,4.5922
chr19:13243426-13243427,427.223,11.7713,29.2394,18.6206,34.9805,20.0337,27.6897,12.75,9.51596
chr19:13243433-13243434,449.215,11.8262,30.5479,18.7624,35.1489,20.6064,28.0922,12.6844,9.54787
chr19:13243435-13243436,455.995,11.8404,30.9628,18.8014,35.1879,20.7943,28.2163,12.6596,9.54787
chr19:13243436-13243437,459.385,11.8475,31.1702,18.8209,35.2074,20.8883,28.2784,12.6472,9.54787
chr19:13243463-13243464,550.9169999999999,12.039000000000001,36.7713,19.3475,35.734,23.4255,29.9539,12.3121,9.54787
chr19:13243473-13243474,580.594,12.0887,38.6064,19.5053,35.8652,24.2482,30.4681,12.1879,9.53191
chr19:13243480-13243481,594.2040000000001,12.0904,39.4876,19.5479,35.8422,24.6649,30.6436,12.094000000000001,9.49113
chr19:13243496-13243497,621.665,12.1188,41.3316,19.5479,35.6436,26.055,30.8989,11.7819,9.34929
chr19:13243512-13243513,649.126,12.1472,43.1755,19.5479,35.445,27.445,31.1543,11.4699,9.20745
chr19:13243513-13243514,650.842,12.1489,43.2908,19.5479,35.4326,27.5319,31.1702,11.4504,9.19858
