0,9d99e0c01bea-Hudep2_ATAC,208b261f9712-Hudep2_D3_merged_CTCF.all,c901e1d003c0-Hudep2_BCL11A,f5c02463d20c-Hudep2_D0_GATA1.all,73b80df8d18d-HUDEP2_LRF_CHIP,f60a6201d4a2-Hudep2_D3_merged_GATA1.all,e4c0e83f0766-Hudep2_D3_merged_KLF1.all,2f18922967dc-Hudep2_D3_merged_LDB1.all,d29509edf3ff-Hudep2_D3_merged_TAL1.all
chr19:12997540-12997541,201.68599999999998,15.5269,6.64463,27.7955,109.73100000000001,70.6818,42.1983,26.345,38.3719
chr19:12997560-12997561,203.669,14.9897,6.6033100000000005,26.8864,112.5,65.1446,40.876,25.0227,34.405
chr19:12997564-12997565,203.157,14.9236,6.595039999999999,26.8285,113.103,64.6488,40.7107,24.8905,34.0331
chr19:12997566-12997567,202.90099999999998,14.8905,6.590910000000001,26.7996,113.405,64.4008,40.6281,24.8244,33.8471
chr19:12997612-12997613,193.798,14.3368,6.69008,26.0041,122.28299999999999,58.8884,38.75,23.0599,29.7335
chr19:12997620-12997621,191.38400000000001,14.3368,6.7562,25.8884,123.787,58.657,38.6839,22.8616,29.469
chr19:12997623-12997624,190.479,14.3368,6.780989999999999,25.845,124.351,58.5702,38.6591,22.7872,29.3698
chr19:12997636-12997637,186.558,14.3368,6.8884300000000005,25.656999999999996,126.795,58.1942,38.5517,22.4649,28.9401
chr19:12997652-12997653,182.295,14.4174,7.2892600000000005,25.4793,130.93200000000002,57.8657,38.5,21.7996,28.3843
chr19:12997660-12997661,180.229,14.4669,7.52066,25.3967,133.13,57.7169,38.4835,21.436,28.1033
chr19:12997664-12997665,179.857,14.5248,7.636360000000001,25.3884,133.833,57.7583,38.5,21.3037,28.1033
chr19:12997670-12997671,179.3,14.6116,7.80992,25.375999999999998,134.886,57.8202,38.5248,21.1054,28.1033
chr19:12998016-12998017,1310.43,25.1488,51.4236,85.8244,315.12,222.93,81.5455,51.657,67.3409
chr19:12998053-12998054,1506.17,26.6777,63.3285,96.6694,340.707,261.225,88.6426,58.8781,78.9236
chr19:12998054-12998055,1511.3,26.719,63.6901,97.0062,341.475,262.382,88.8678,59.1054,79.3368
chr19:12998060-12998061,1542.1,26.9669,65.8595,99.0269,346.087,269.324,90.219,60.468999999999994,81.8161
chr19:12998062-12998063,1545.67,27.0083,66.157,99.4153,346.855,270.589,90.4628,60.7169,82.4112
chr19:12998073-12998074,1565.33,27.2355,67.7934,101.552,351.083,277.543,91.8037,62.0806,85.6839
chr19:12998477-12998478,1370.91,34.1653,58.4814,181.101,370.347,419.494,90.1178,132.143,229.822
chr19:13001714-13001715,2175.52,71.2707,756.043,28.8512,64.564,65.4669,277.128,26.124000000000002,27.0971
chr19:13001758-13001759,2411.62,66.9628,868.38,30.2934,68.4132,69.469,323.97900000000004,23.9917,25.5785
chr19:13001775-13001776,2469.42,64.8967,885.4939999999999,30.6426,69.7128,70.2252,336.289,23.4112,25.2686
chr19:13001824-13001825,2592.04,58.0702,854.355,31.3512,73.0971,72.6694,363.61,22.3843,24.7769
chr19:13001826-13001827,2594.56,57.843,850.475,31.3595,73.188,72.7521,364.126,22.3678,24.7893
chr19:13001840-13001841,2610.76,56.2025,821.694,31.4091,73.7893,73.312,367.527,22.2727,24.8657
chr19:13030109-13030110,982.7189999999999,27.0682,65.5744,23.9917,70.9711,32.8409,221.78099999999998,24.5351,26.7521
chr19:13030117-13030118,1013.5,27.4525,68.4339,24.125999999999998,71.3388,33.0785,225.638,24.7975,26.624000000000002
chr19:13030243-13030244,1254.42,33.469,81.062,24.25,72.9483,32.8161,231.017,26.2789,25.095
chr19:13040976-13040977,102.38799999999999,10.6901,1.58884,5.07851,20.5888,0.9938020000000001,10.5351,5.47521,2.25
chr19:13041038-13041039,122.012,13.7128,2.31612,4.89256,21.6198,0.795455,8.75826,4.27686,2.35124
chr19:13041039-13041040,122.149,13.7459,2.32645,4.88017,21.6364,0.793388,8.727269999999999,4.260330000000001,2.35331
chr19:13043969-13043970,187.19400000000002,8.56198,10.75,8.458680000000001,30.1694,16.6488,14.9215,11.314,10.8264
chr19:13043980-13043981,191.831,8.584710000000001,10.25,8.4814,30.7376,16.4442,15.3988,11.2459,10.9401
chr19:13044081-13044082,214.50799999999998,9.13017,7.82025,11.0517,40.374,10.8079,24.1508,11.0971,10.8161
chr19:13044099-13044100,213.31799999999998,9.24587,7.81198,11.8905,42.3492,9.977269999999999,26.1632,11.2665,10.6508
chr19:13048309-13048310,306.143,14.1136,5.6219,17.1736,200.585,23.3905,28.1012,14.5558,14.2789
chr19:13048340-13048341,361.151,14.8533,7.54132,19.0351,217.388,26.969,31.1012,14.4938,14.3037
chr19:13048813-13048814,2147.39,29.2541,153.393,34.905,245.725,86.3678,131.122,25.595,38.8533
chr19:13048818-13048819,2176.48,29.3988,157.16299999999998,35.1116,244.548,87.2355,133.81799999999998,25.719,38.688
chr19:13048872-13048873,2406.13,31.4318,200.66299999999998,37.7893,233.05,99.0434,170.079,28.5579,35.905
chr19:13048929-13048930,2359.23,33.4029,226.87400000000002,40.3182,228.14700000000002,108.905,211.405,33.3306,32.7128
chr19:13048932-13048933,2352.77,33.4649,227.767,40.3926,228.14700000000002,109.209,213.333,33.5599,32.6012
chr19:13049140-13049141,1929.95,34.4174,291.155,31.4979,206.403,86.1983,342.215,31.0661,41.5186
chr19:13049213-13049214,2248.72,41.0021,368.55199999999996,28.6921,197.581,73.6219,331.306,27.4236,41.2355
chr19:13049216-13049217,2261.01,41.2624,370.69,28.6116,197.475,73.157,330.19599999999997,27.374000000000002,41.1054
chr19:13049220-13049221,2277.39,41.6095,373.541,28.5041,197.335,72.5372,328.717,27.3079,40.9318
chr19:13049237-13049238,2347.0,43.0847,385.659,28.0475,196.738,69.9029,322.43,27.0269,40.1942
chr19:13049256-13049257,2426.53,44.9793,396.39300000000003,27.1508,195.227,65.5888,311.434,26.8884,38.4566
chr19:13049276-13049277,2473.04,46.3099,400.401,26.2913,193.798,61.968999999999994,301.55,27.061999999999998,36.7459
chr19:13049280-13049281,2480.46,46.5413,400.855,26.125999999999998,193.525,61.2996,299.682,27.1116,36.4153
chr19:13049290-13049291,2496.52,47.1281,401.223,25.6921,192.808,59.5393,294.731,27.2562,35.5744
chr19:13049340-13049341,2406.36,49.1136,359.165,23.1467,188.165,49.373999999999995,264.089,28.8657,31.6074
chr19:13049676-13049677,249.93200000000002,62.4174,12.0021,14.5248,95.1322,22.1302,75.3492,24.5723,18.4876
chr19:13049686-13049687,246.64700000000002,63.8223,11.5269,14.4008,93.5207,21.8202,73.0971,24.3657,18.7149
chr19:13049700-13049701,244.843,65.8574,10.7252,14.1818,90.6054,21.4318,69.2397,24.0992,19.0331
chr19:13049744-13049745,259.192,69.3595,8.921489999999999,13.7851,84.8616,20.6798,60.8388,23.5517,20.0826
chr19:13049779-13049780,273.349,67.6694,8.05165,13.4628,79.6322,20.125999999999998,55.0062,23.3533,20.3347
chr19:13051579-13051580,115.44200000000001,4.89463,2.25,25.655,17.8079,21.8471,13.3326,8.2686,3.3781
chr19:13051594-13051595,114.32600000000001,5.07025,2.25,26.4091,17.281,21.8678,13.343,8.351239999999999,3.32645
chr19:13051596-13051597,113.88,5.1157,2.25,26.4959,17.2025,21.843000000000004,13.3388,8.36777,3.32231
chr19:13051597-13051598,113.65700000000001,5.1384300000000005,2.25,26.5393,17.1632,21.8306,13.3368,8.37603,3.32025
chr19:13051671-13051672,85.1653,7.31818,2.18388,26.4773,15.1095,19.5124,12.9628,8.83884,3.4855400000000003
chr19:13051672-13051673,84.7066,7.34917,2.18182,26.438000000000002,15.0992,19.4669,12.9525,8.84298,3.48967
chr19:13051681-13051682,80.5785,7.6281,2.16322,26.0847,15.0062,19.0579,12.8595,8.88017,3.5268599999999997
chr19:13056578-13056579,1122.97,48.4215,107.764,47.9835,126.056,151.287,305.18,23.7252,23.8616
chr19:13056602-13056603,1182.62,48.2211,118.649,45.7107,134.8,145.44799999999998,301.351,24.6818,25.4731
chr19:13057037-13057038,702.523,30.0124,11.0372,17.25,181.395,30.8616,104.426,34.0723,23.8967
chr19:13057039-13057040,706.44,30.0992,11.1488,17.2169,181.22099999999998,30.8698,104.397,34.093,23.8636
chr19:13057311-13057312,158.57,18.1839,8.13843,20.0331,72.907,16.0351,47.5764,27.0971,17.4318
chr19:13057322-13057323,149.593,17.8657,7.79752,20.2831,71.5434,15.6942,46.9628,27.2107,17.7045
chr19:13057323-13057324,148.77700000000002,17.8368,7.76653,20.3058,71.4194,15.6632,46.907,27.2211,17.7293
chr19:13057324-13057325,147.961,17.8079,7.735539999999999,20.3285,71.2955,15.6322,46.8512,27.2314,17.7541
chr19:13057325-13057326,147.145,17.7789,7.70455,20.3512,71.1715,15.6012,46.7955,27.2417,17.7789
chr19:13057326-13057327,146.329,17.75,7.67355,20.374000000000002,71.0475,15.5702,46.7397,27.2521,17.8037
chr19:13057328-13057329,144.696,17.6921,7.6115699999999995,20.4194,70.7996,15.5083,46.6281,27.2727,17.8533
chr19:13057332-13057333,141.43200000000002,17.5764,7.4876,20.5103,70.3037,15.3843,46.405,27.314,17.9525
chr19:13058793-13058794,1027.12,24.0103,46.4938,94.3864,99.6632,222.71099999999998,209.59099999999998,62.1921,91.8905
chr19:13058973-13058974,1853.35,29.4835,57.93600000000001,114.64299999999999,109.68799999999999,291.731,289.839,91.1302,108.51700000000001
chr19:13058974-13058975,1849.89,29.4855,57.6674,114.345,109.7,291.343,289.225,90.9029,108.432
chr19:13058985-13058986,1811.92,29.5083,54.7128,111.072,109.837,287.07,282.475,88.4029,107.5
chr19:13067004-13067005,172.355,16.1219,8.53306,20.9091,30.4504,23.5413,12.5517,13.5103,10.3988
chr19:13067047-13067048,191.043,16.8884,8.727269999999999,21.5558,32.155,24.4959,13.2975,14.936,11.095
chr19:13067058-13067059,193.793,17.093,8.590910000000001,21.6467,32.905,24.5413,13.6612,15.5041,11.3223
chr19:13067080-13067081,192.517,17.2955,8.07025,21.6219,34.281,24.2603,14.2645,16.3099,11.6942
chr19:13067084-13067085,192.16099999999997,17.3285,7.97107,21.6136,34.5289,24.2025,14.3719,16.4504,11.7603
chr19:13076276-13076277,710.01,396.44199999999995,7.758260000000001,21.9421,141.674,36.8719,78.7314,34.4091,33.2149
chr19:13076316-13076317,801.88,433.006,6.6466899999999995,23.0289,151.002,43.6756,82.6074,36.8182,35.438
chr19:13076355-13076356,810.99,440.17400000000004,5.239669999999999,22.6467,156.136,47.3512,81.8347,37.5021,35.2025
chr19:13076362-13076363,804.682,438.579,4.9566099999999995,22.4298,156.442,47.7087,81.281,37.4773,35.0248
chr19:13076373-13076374,785.6139999999999,432.76,4.592980000000001,21.9752,156.079,47.68600000000001,80.0537,37.2273,34.6157
chr19:13076391-13076392,752.4730000000001,422.00800000000004,4.010330000000001,21.1694,155.145,47.5785,77.8471,36.7727,33.8926
chr19:13076392-13076393,749.7710000000001,420.86400000000003,3.9834699999999996,21.0971,154.942,47.5413,77.6364,36.7273,33.8285
chr19:13076393-13076394,747.068,419.719,3.95661,21.0248,154.74,47.5041,77.4256,36.6818,33.7645
chr19:13076528-13076529,475.064,245.77900000000002,4.47727,13.8368,117.969,41.3616,52.5269,30.2355,32.5558
chr19:13076610-13076611,379.269,168.24400000000003,5.7066099999999995,15.1405,104.928,37.8512,43.4649,27.7893,34.2624
chr19:13076642-13076643,328.504,147.279,5.72314,15.9876,100.917,34.7355,40.6715,26.625999999999998,32.7665
chr19:13088775-13088776,426.41900000000004,208.595,10.0227,12.469000000000001,58.5248,12.0537,25.5971,15.6715,10.0331
chr19:13088777-13088778,431.167,210.483,10.1136,12.5186,58.7438,12.2025,25.6921,15.7045,10.1653
chr19:13088783-13088784,445.411,216.149,10.3864,12.6674,59.4008,12.6488,25.9773,15.8037,10.562000000000001
chr19:13088791-13088792,464.647,224.079,10.7707,12.8864,60.3719,13.2727,26.3657,15.9194,11.1033
chr19:13088844-13088845,549.845,266.262,12.9236,14.1756,66.845,16.314,28.2169,15.7128,13.7603
chr19:13088846-13088847,550.552,267.221,12.9773,14.2087,67.0186,16.375999999999998,28.2293,15.6632,13.8182
chr19:13088889-13088890,533.269,275.01,13.4731,14.6798,69.0723,16.9298,27.7769,14.5971,14.1033
chr19:13094508-13094509,399.06800000000004,290.004,4.66529,14.2624,131.612,17.8492,79.6529,23.0289,15.4917
chr19:13094539-13094540,395.337,319.24,4.27686,13.4938,141.963,17.1736,79.25,24.0393,16.0661
chr19:13094581-13094582,349.171,336.855,3.53926,11.9752,149.209,14.9607,75.0413,24.3864,15.6322
chr19:13094594-13094595,330.06800000000004,335.756,3.34504,11.5207,149.752,14.2149,73.2459,24.1674,15.3161
chr19:13094596-13094597,326.209,334.97900000000004,3.32025,11.437999999999999,149.764,14.095,72.8781,24.093000000000004,15.2624
chr19:13140915-13140916,119.626,100.99799999999999,3.4710699999999997,8.3781,28.0393,9.921489999999999,16.1095,6.975210000000001,6.39256
chr19:13140917-13140918,120.527,101.647,3.40909,8.43182,28.0682,9.97521,16.1054,6.99587,6.3843
chr19:13140918-13140919,120.977,101.971,3.3781,8.458680000000001,28.0826,10.0021,16.1033,7.0062,6.38017
chr19:13140924-13140925,123.68,103.917,3.19215,8.61983,28.1694,10.1632,16.0909,7.06818,6.35537
chr19:13144297-13144298,163.605,49.5103,3.97934,11.5351,27.6426,13.6198,14.4091,9.86777,7.026860000000001
chr19:13145051-13145052,490.44199999999995,135.806,11.8326,7.79132,48.1529,11.3574,27.969,15.4979,7.71488
chr19:13145143-13145144,663.13,131.017,15.6074,10.7665,42.9814,11.5083,32.1157,16.2459,6.75413
chr19:13163338-13163339,86.7686,5.95868,1.70455,4.27893,19.7686,8.415289999999999,11.219000000000001,6.21488,3.50826
chr19:13163348-13163349,95.0393,5.71074,1.6694200000000001,4.57851,19.8017,8.59711,11.0145,6.260330000000001,3.66529
chr19:13163350-13163351,96.7417,5.66116,1.6611599999999997,4.6405,19.8058,8.6343,10.9731,6.2686,3.69835
chr19:13163366-13163367,108.663,5.36364,1.58264,5.074380000000001,19.8017,8.90702,10.7169,6.29752,3.9504099999999998
chr19:13163370-13163371,110.936,5.33058,1.55785,5.157019999999999,19.7851,8.96488,10.6839,6.28926,4.00826
chr19:13172036-13172037,142.01,38.814,7.30165,9.83264,79.1901,11.8202,23.6281,12.9938,11.2293
chr19:13172108-13172109,181.041,63.1136,12.8388,11.2459,89.7211,13.8574,27.4483,13.6983,12.2355
chr19:13172366-13172367,651.955,168.50599999999997,12.5145,15.7748,93.1446,11.1694,33.3698,16.2231,12.5579
chr19:13172406-13172407,630.39,166.75799999999998,10.5103,15.8698,87.9711,11.6198,30.7645,15.2438,12.7025
chr19:13172427-13172428,581.151,160.895,9.41942,15.7293,83.1426,11.4607,29.3884,14.8202,12.2831
chr19:13172431-13172432,571.035,159.688,9.22107,15.6963,82.2087,11.4194,29.1405,14.7459,12.1921
chr19:13173287-13173288,25.0124,6.25,6.61983,7.00413,19.3533,6.35744,9.64669,6.95248,5.54752
chr19:13173296-13173297,25.1798,6.35331,6.7107399999999995,6.89876,19.5,6.2376,9.63223,6.927689999999999,5.48554
chr19:13173297-13173298,25.1983,6.3657,6.719010000000001,6.8843,19.5186,6.22107,9.63017,6.92355,5.47727
chr19:13173300-13173301,25.2541,6.40289,6.7438,6.840910000000001,19.5744,6.17149,9.62397,6.911160000000001,5.45248
chr19:13173301-13173302,25.2727,6.41529,6.75207,6.82645,19.593,6.15496,9.6219,6.907019999999999,5.44421
chr19:13173303-13173304,25.3099,6.44008,6.7686,6.79752,19.6302,6.1219,9.61777,6.89876,5.42769
chr19:13173312-13173313,25.4525,6.54752,6.80992,6.66322,19.7893,5.96488,9.60331,6.8574399999999995,5.35744
chr19:13180522-13180523,2187.21,34.9752,191.171,238.267,191.498,501.921,134.607,175.417,284.014
chr19:13180532-13180533,2227.99,35.5537,200.614,249.27900000000002,195.238,522.087,139.07,185.748,292.857
chr19:13180585-13180586,2342.14,37.2066,240.107,305.53700000000003,214.041,634.519,162.105,241.368,336.19800000000004
chr19:13180592-13180593,2337.72,37.2149,242.26,310.835,215.748,645.8530000000001,164.333,246.808,339.58099999999996
chr19:13180963-13180964,892.471,37.7727,29.5455,71.5124,101.537,146.80200000000002,66.9566,40.25,80.5723
chr19:13180964-13180965,891.758,37.7748,29.469,71.1467,101.355,146.019,66.7645,40.0248,80.2872
chr19:13180967-13180968,889.62,37.781,29.2397,70.0496,100.81,143.66899999999998,66.188,39.3492,79.4318
chr19:13183485-13183486,104.779,16.2624,3.4400800000000005,5.39669,27.4814,5.22521,9.94835,7.05992,4.77686
chr19:13183486-13183487,105.554,16.314,3.44835,5.40083,27.4587,5.239669999999999,9.94628,7.055789999999999,4.78512
chr19:13183614-13183615,145.878,20.561999999999998,4.0433900000000005,4.83678,26.1983,4.5186,10.75,6.44835,8.144630000000001
chr19:13183616-13183617,144.903,20.4917,4.02686,4.82025,26.1942,4.4814,10.7417,6.44421,8.19835
chr19:13188289-13188290,880.7710000000001,31.5888,17.1818,82.5372,124.264,245.267,81.5496,73.3554,95.2417
chr19:13190468-13190469,1087.32,38.0021,12.7293,21.6653,88.4752,38.3368,70.3864,18.9277,17.7293
chr19:13190470-13190471,1091.31,37.9112,12.7541,21.5826,88.5289,38.1798,70.3864,18.8822,17.7541
chr19:13190473-13190474,1097.3,37.7748,12.7913,21.4587,88.6095,37.9442,70.3864,18.814,17.7913
chr19:13190490-13190491,1130.21,36.9731,12.9876,20.7397,89.0248,36.5558,70.3533,18.4215,17.9855
chr19:13190513-13190514,1146.66,35.3182,12.9029,19.4773,88.6054,33.5826,69.5248,17.781,17.8533
chr19:13190672-13190673,721.159,27.7665,13.7727,15.7603,64.8182,19.9339,59.9504,15.2397,17.3492
chr19:13190693-13190694,687.919,26.7583,13.436,15.6405,61.7686,19.2624,59.2128,15.3512,18.0331
chr19:13193359-13193360,190.60299999999998,51.9711,1.8533099999999998,5.88017,20.7211,3.50826,14.8161,14.3388,7.41529
chr19:13193367-13193368,193.02900000000002,53.188,1.82438,5.81198,21.2252,3.61364,14.655,14.4793,7.3843
chr19:13193376-13193377,195.22299999999998,54.4339,1.78719,5.7376,21.7831,3.7252099999999997,14.469000000000001,14.6281,7.347110000000001
chr19:13200136-13200137,260.19599999999997,60.968999999999994,0.49173599999999995,4.30165,29.156999999999996,4.65083,10.8533,7.09917,5.78099
chr19:13200139-13200140,264.517,61.5393,0.516529,4.27686,29.1136,4.66322,10.8533,7.136360000000001,5.89256
chr19:13200140-13200141,266.062,61.7355,0.530992,4.2686,29.0806,4.657019999999999,10.8471,7.152889999999999,5.93802
chr19:13200176-13200177,308.574,66.9504,1.0186,4.07025,28.0227,4.36777,10.5909,7.58264,7.2438
chr19:13200195-13200196,319.18,68.0227,1.27893,4.0062,27.3905,4.09711,10.3595,7.700410000000001,7.70248
chr19:13200225-13200226,315.77099999999996,67.031,1.68182,3.85124,25.9339,3.41529,9.770660000000001,7.85537,8.13636
chr19:13200234-13200235,311.959,66.3988,1.77479,3.81405,25.5248,3.21074,9.60331,7.8925600000000005,8.19215
chr19:13200235-13200236,311.535,66.3285,1.78512,3.8099199999999995,25.4793,3.18802,9.584710000000001,7.8966899999999995,8.19835
chr19:13204791-13204792,895.341,223.628,8.33264,15.5145,153.632,17.5165,34.3079,17.907,17.5599
chr19:13204798-13204799,897.9730000000001,223.22299999999998,8.26033,15.7893,153.69,17.5888,34.3368,17.9793,17.314
chr19:13207191-13207192,573.382,39.281,20.0393,9.82645,116.322,10.2996,43.25,14.1901,11.6818
chr19:13207196-13207197,589.9730000000001,40.4587,20.6178,9.82645,118.006,10.3409,43.5186,14.3244,11.7955
chr19:13207224-13207225,660.87,45.9545,23.1632,9.71074,126.07600000000001,10.4566,44.7335,14.9897,12.345
chr19:13207225-13207226,662.6160000000001,46.1116,23.2293,9.70248,126.316,10.4566,44.7665,15.0103,12.3616
chr19:13207274-13207275,705.816,52.1281,24.3719,9.08058,136.122,10.1095,46.8781,15.7335,13.0992
chr19:13207278-13207279,705.163,52.3264,24.2479,9.022730000000001,136.502,10.0599,47.0269,15.7583,13.1322
chr19:13207290-13207291,701.845,52.8554,23.8264,8.851239999999999,137.632,9.90702,47.4773,15.8347,13.2397
chr19:13207291-13207292,700.322,52.8388,23.7459,8.83884,137.717,9.8905,47.5186,15.843,13.2562
chr19:13207292-13207293,698.8,52.8223,23.6653,8.82645,137.80200000000002,9.87397,47.5599,15.8512,13.2727
chr19:13207293-13207294,697.2769999999999,52.8058,23.5847,8.81405,137.886,9.857439999999999,47.6012,15.8595,13.2893
chr19:13207295-13207296,694.2310000000001,52.7727,23.4236,8.78926,138.056,9.82438,47.6839,15.876,13.3223
chr19:13207668-13207669,211.72299999999998,19.8409,6.803719999999999,7.8966899999999995,97.7748,9.11157,33.4835,10.0496,12.936
chr19:13207709-13207710,166.919,19.7025,6.67355,7.8966899999999995,89.5434,7.88017,29.6488,10.9711,13.6116
chr19:13207712-13207713,163.667,19.7769,6.694210000000001,7.90083,89.0331,7.83678,29.3822,11.0826,13.6467
chr19:13207725-13207726,151.097,20.2066,6.8285100000000005,7.927689999999999,87.2066,7.72934,28.3884,11.593,13.7541
chr19:13207726-13207727,150.13,20.2397,6.838839999999999,7.92975,87.0661,7.72107,28.311999999999998,11.6322,13.7624
chr19:13207729-13207730,147.22899999999998,20.3388,6.86983,7.93595,86.6446,7.696280000000001,28.0826,11.75,13.7872
chr19:13207913-13207914,53.7603,22.6653,10.3471,7.095039999999999,68.7665,12.1756,20.5062,17.4008,12.6405
chr19:13207923-13207924,54.3802,22.0868,10.3264,7.0124,67.7955,12.2169,20.6921,17.3595,12.2893
chr19:13207924-13207925,54.4421,22.0289,10.3244,7.00413,67.6983,12.2211,20.7107,17.3554,12.2541
chr19:13207967-13207968,56.5,19.0496,9.84504,6.50413,62.4236,11.8202,21.4669,16.7727,10.7004
chr19:13207988-13207989,56.6302,17.9215,9.541319999999999,6.28719,60.0806,11.2128,21.7273,16.3822,10.093
chr19:13208039-13208040,48.6157,15.4008,7.97727,5.67355,54.6983,9.58058,21.6901,14.7273,9.23347
chr19:13208836-13208837,1068.1,21.4938,25.0062,15.9835,223.946,17.4525,82.7975,18.9091,19.1467
chr19:13212196-13212197,234.44,87.0248,4.40083,9.0186,163.101,8.53306,28.2975,13.9607,8.48967
chr19:13212204-13212205,243.498,90.6612,4.6157,9.25,164.407,8.7314,28.8099,14.0764,9.03512
chr19:13212206-13212207,245.762,91.5702,4.66942,9.30785,164.733,8.78099,28.938000000000002,14.1054,9.171489999999999
chr19:13212207-13212208,246.895,92.0248,4.696280000000001,9.336780000000001,164.89700000000002,8.80579,29.0021,14.1198,9.23967
chr19:13212252-13212253,266.039,104.62799999999999,5.324380000000001,9.97107,164.475,9.63636,31.124000000000002,13.8285,11.3595
chr19:13212447-13212448,113.59100000000001,73.6116,7.38223,10.0702,115.552,11.7479,29.6983,9.95455,12.6963
chr19:13212448-13212449,112.868,73.2252,7.39463,10.0661,115.28299999999999,11.7314,29.6364,9.94008,12.7025
chr19:13212456-13212457,107.083,70.1343,7.4938,10.0331,113.134,11.5992,29.1405,9.82438,12.7521
chr19:13212463-13212464,103.04299999999999,67.876,7.555789999999999,9.99174,111.57600000000001,11.5083,28.7686,9.73554,12.7831
chr19:13212464-13212465,102.661,67.6384,7.55992,9.98347,111.415,11.5,28.7273,9.72521,12.7851
chr19:13212480-13212481,96.5455,63.8368,7.62603,9.851239999999999,108.837,11.3678,28.0661,9.55992,12.8182
chr19:13212485-13212486,94.6343,62.6488,7.6466899999999995,9.80992,108.031,11.3264,27.8595,9.50826,12.8285
chr19:13212500-13212501,87.1508,58.062,7.572310000000001,9.663219999999999,104.523,11.0434,27.0579,9.37603,12.7459
chr19:13212501-13212502,86.6095,57.7314,7.56405,9.65289,104.262,11.0207,27.0,9.36777,12.7376
chr19:13212509-13212510,82.2789,55.0868,7.49793,9.57025,102.18,10.8388,26.5372,9.30165,12.6715
chr19:13212551-13212552,69.1529,45.8864,6.783060000000001,9.415289999999999,93.4112,9.6157,24.9008,9.477269999999999,12.5248
chr19:13212556-13212557,67.1798,44.5124,6.6384300000000005,9.40496,92.2128,9.44008,24.6426,9.52893,12.4421
chr19:13212557-13212558,66.7851,44.2376,6.6095,9.40289,91.9731,9.40496,24.5909,9.53926,12.4256
chr19:13213615-13213616,2384.68,54.0434,94.8678,386.13,226.463,922.7130000000001,232.727,209.926,518.025
chr19:13213653-13213654,2425.77,53.6591,99.0785,429.543,250.78099999999998,1013.04,247.248,240.18200000000002,554.19
chr19:13213679-13213680,2428.57,52.3822,98.0847,443.256,266.37,1040.63,253.293,252.085,561.663
chr19:13213683-13213684,2428.15,52.1591,97.7872,444.55400000000003,268.486,1043.13,253.988,253.415,562.019
chr19:13213726-13213727,2340.67,47.6777,89.3678,431.587,294.475,1017.18,253.128,251.03900000000002,538.9209999999999
chr19:13215294-13215295,237.525,50.4773,8.33058,14.407,97.6653,6.6115699999999995,28.1901,11.9525,17.1488
chr19:13215344-13215345,290.562,69.1446,9.31405,15.4876,110.70200000000001,6.18595,33.376,13.9566,17.314
chr19:13215355-13215356,306.017,75.5992,9.6095,15.8058,115.271,6.34504,35.0579,14.6839,17.3595
chr19:13215356-13215357,307.421,76.186,9.63636,15.8347,115.686,6.3595,35.2107,14.75,17.3636
chr19:13215469-13215470,413.764,137.583,10.405,17.9752,153.97899999999998,10.5289,46.4628,19.8905,16.5124
chr19:13215480-13215481,417.287,141.355,10.155,17.9979,155.366,10.8244,46.6901,19.936,16.1942
chr19:13215481-13215482,417.60699999999997,141.69799999999998,10.1322,18.0,155.49200000000002,10.8512,46.7107,19.9401,16.1653
chr19:13229740-13229741,232.61599999999999,8.30579,9.3719,12.7521,72.3884,4.96694,25.1983,12.4132,5.44835
chr19:13229768-13229769,241.43400000000003,8.17355,9.80992,13.2397,76.9008,5.0826400000000005,23.0661,14.0248,4.75413
chr19:13229801-13229802,232.66299999999998,7.89463,9.5186,13.1033,81.0289,5.55992,20.8161,15.4132,4.40083
chr19:13243426-13243427,427.94199999999995,11.7955,29.2789,18.6405,35.0393,20.1012,27.7831,12.7707,9.5186
chr19:13243433-13243434,450.866,11.8678,30.5806,18.814,35.2851,20.6364,28.2025,12.7273,9.605369999999999
chr19:13243435-13243436,457.415,11.8884,30.9525,18.8636,35.3554,20.7893,28.3223,12.7149,9.63017
chr19:13243436-13243437,460.69,11.8988,31.1384,18.8884,35.3905,20.8657,28.3822,12.7087,9.642560000000001
chr19:13243463-13243464,560.403,12.1033,37.219,19.4649,35.9669,23.5868,30.1736,12.343,9.66116
chr19:13243473-13243474,583.502,12.1033,38.7066,19.5475,35.9463,24.2273,30.4835,12.1983,9.599169999999999
chr19:13243480-13243481,599.6709999999999,12.1033,39.7479,19.6054,35.9318,24.6756,30.7004,12.0971,9.55579
chr19:13243496-13243497,634.461,12.1178,42.0269,19.6798,35.812,25.9607,31.1095,11.8079,9.42769
chr19:13243512-13243513,663.192,12.1467,43.9897,19.6591,35.5599,27.5186,31.3698,11.4566,9.25
chr19:13243513-13243514,663.558,12.1467,44.031000000000006,19.6488,35.5351,27.5888,31.3698,11.4401,9.23347
chr19:13243521-13243522,666.4830000000001,12.1467,44.3616,19.5661,35.3368,28.1508,31.3698,11.3079,9.101239999999999
chr19:13243524-13243525,667.581,12.1467,44.4855,19.5351,35.2624,28.3616,31.3698,11.2583,9.05165
chr19:13264517-13264518,294.663,52.2955,7.02066,11.8388,79.188,10.6446,38.1157,20.8781,11.5785
chr19:13264535-13264536,293.027,51.7376,6.723139999999999,11.8017,79.3368,10.7934,36.814,21.1384,11.3182
