0,dc40f17e2081-Hudep2_ATAC,d8c53a171a5d-Hudep2_D3_merged_CTCF.all,a95057f6ddf5-Hudep2_BCL11A,e14214331f97-Hudep2_D0_GATA1.all,cc2410e9fe9b-HUDEP2_LRF_CHIP,23219c20dab0-Hudep2_D3_merged_GATA1.all,1807765d87c9-Hudep2_D3_merged_KLF1.all,75b959ea16be-Hudep2_D3_merged_LDB1.all,7a1f325ee3b3-Hudep2_D3_merged_TAL1.all
chr19:12997560-12997561,196.727,15.1229,6.61602,27.4171,113.927,68.163,41.413000000000004,25.587,36.260999999999996
chr19:12997564-12997565,196.627,15.0732,6.6326,27.279,114.535,67.4227,41.2307,25.3771,35.7362
chr19:12997566-12997567,196.577,15.0483,6.64088,27.2099,114.838,67.0525,41.1395,25.2721,35.4738
chr19:12997612-12997613,192.178,14.6409,6.87293,26.0856,122.184,60.808,39.4199,23.3025,30.9834
chr19:12997620-12997621,190.99599999999998,14.6298,7.01657,25.9972,123.93,60.2003,39.221,22.9489,30.4862
chr19:12997623-12997624,190.55200000000002,14.6257,7.07044,25.9641,124.584,59.9724,39.1464,22.8163,30.2997
chr19:12997636-12997637,188.63099999999997,14.6077,7.30387,25.8204,127.421,58.9848,38.8232,22.2417,29.4917
chr19:12997652-12997653,185.968,14.6519,7.60773,25.6934,130.499,58.5318,38.7072,21.7003,28.9613
chr19:12997660-12997661,184.718,14.7044,7.77486,25.6588,132.058,58.4641,38.7182,21.4544,28.7776
chr19:12997664-12997665,184.55200000000002,14.7983,7.90193,25.7141,133.15200000000002,58.5414,38.8011,21.3218,28.7003
chr19:12997670-12997671,184.304,14.9392,8.09254,25.796999999999997,134.793,58.6575,38.9254,21.1229,28.5843
chr19:12998016-12998017,1261.21,25.232,49.4779,84.8273,311.41700000000003,219.454,80.8619,50.7776,67.518
chr19:12998053-12998054,1440.56,26.2873,60.4434,95.0801,335.5,254.438,87.5594,57.7583,79.1975
chr19:12998054-12998055,1443.99,26.3149,60.6851,95.3052,336.014,255.21099999999998,87.7099,57.9102,79.4738
chr19:12998060-12998061,1462.84,26.4738,62.0566,96.6768,339.124,259.885,88.6188,58.836999999999996,81.2279
chr19:12998062-12998063,1466.24,26.5152,62.3826,97.1685,340.207,261.499,88.9309,59.1713,81.9738
chr19:12998073-12998074,1484.89,26.7431,64.1754,99.8729,346.163,270.372,90.6478,61.0097,86.07600000000001
chr19:12998477-12998478,1290.68,33.4448,54.4102,174.33,362.20599999999996,404.461,88.30799999999999,126.73899999999999,220.3
chr19:13001714-13001715,2120.29,69.9669,723.42,28.5608,64.6989,64.1561,271.876,26.1713,26.9199
chr19:13001758-13001759,2365.29,66.5193,830.547,29.989,68.1105,68.4019,315.575,24.326,26.0083
chr19:13001775-13001776,2434.16,64.4627,840.378,30.3881,69.442,69.8163,329.457,23.7569,25.6561
chr19:13001824-13001825,2547.33,58.2707,815.025,31.0801,72.1492,72.3494,355.20599999999996,22.9503,24.866
chr19:13001826-13001827,2549.29,57.9779,811.867,31.0939,72.2127,72.4102,355.838,22.9475,24.8301
chr19:13001840-13001841,2563.02,55.9282,789.765,31.1906,72.6575,72.8356,360.267,22.9282,24.5787
chr19:13030109-13030110,967.7710000000001,26.9627,64.4724,24.0359,70.0276,32.4793,216.218,24.3577,26.5856
chr19:13030117-13030118,998.102,27.471,66.8149,24.1243,70.4917,32.645,219.997,24.5898,26.5083
chr19:13030243-13030244,1205.22,32.7334,77.0221,23.7113,73.3384,33.0843,224.96099999999998,26.145,25.2707
chr19:13040976-13040977,97.6298,10.4848,1.62845,4.7320400000000005,20.7569,1.05387,10.1948,5.46685,2.33149
chr19:13041038-13041039,113.137,13.1119,2.20718,4.62845,21.4544,0.904696,8.56215,4.32182,2.35912
chr19:13041039-13041040,113.238,13.1464,2.2154700000000003,4.62155,21.4641,0.904696,8.529010000000001,4.30387,2.3605
chr19:13043969-13043970,182.96,8.6105,10.8564,8.74033,30.7307,15.7956,15.4448,11.2514,10.4986
chr19:13043980-13043981,188.855,8.656080000000001,10.4006,8.8163,31.5207,15.5677,16.0829,11.2058,10.7113
chr19:13044081-13044082,211.00799999999998,9.13536,7.89503,11.2721,40.4558,11.3481,24.3978,11.2155,10.7831
chr19:13044099-13044100,210.56099999999998,9.24724,7.70856,11.9682,42.2334,10.6892,26.1506,11.3025,10.6837
chr19:13048309-13048310,291.468,14.2003,5.49862,17.2818,197.24200000000002,23.4682,27.9848,14.3715,14.0622
chr19:13048340-13048341,353.725,15.3992,8.02486,19.8936,216.638,26.9793,31.0677,14.3715,14.575999999999999
chr19:13048813-13048814,2071.62,29.8439,148.181,35.1257,244.576,85.7265,130.343,26.0539,37.2859
chr19:13048818-13048819,2101.03,29.9406,152.849,35.3536,243.796,86.9903,133.878,26.2818,37.279
chr19:13048872-13048873,2323.72,31.3743,195.468,37.6657,235.297,98.3771,170.546,29.0566,35.8246
chr19:13048929-13048930,2319.25,32.9365,222.77900000000002,39.721,229.206,107.095,213.079,33.0525,33.5055
chr19:13048932-13048933,2313.26,32.9986,223.919,39.7997,228.96099999999998,107.506,215.58599999999998,33.2762,33.4144
chr19:13049140-13049141,1983.42,35.232,299.515,31.5815,207.678,86.17399999999999,337.751,31.1271,40.7666
chr19:13049213-13049214,2231.55,40.8122,360.18199999999996,28.779,198.453,73.5193,327.98199999999997,27.9696,40.6202
chr19:13049216-13049217,2243.1,41.0773,362.32,28.6423,198.155,72.9517,326.82599999999996,27.9116,40.4461
chr19:13049220-13049221,2258.5,41.4309,365.171,28.4599,197.757,72.1948,325.285,27.8343,40.2141
chr19:13049237-13049238,2323.97,42.9337,377.287,27.6851,196.06599999999997,68.9779,318.733,27.5055,39.2279
chr19:13049256-13049257,2380.4,44.2818,385.282,27.018,194.862,65.8909,311.124,27.3812,38.0152
chr19:13049276-13049277,2407.86,45.7293,383.86699999999996,26.1202,193.33,61.7555,299.865,27.5331,36.5525
chr19:13049280-13049281,2412.34,46.0221,383.276,25.9323,193.01,60.8936,297.5,27.5718,36.2541
chr19:13049290-13049291,2423.54,46.7541,381.798,25.4627,192.209,58.739,291.58799999999997,27.6685,35.5083
chr19:13049340-13049341,2312.06,48.5787,340.381,23.3052,188.028,48.9599,261.407,29.1588,32.6906
chr19:13049676-13049677,269.533,61.75,12.366,14.6878,97.5815,22.2334,77.0221,24.6492,19.2403
chr19:13049686-13049687,261.28700000000003,63.1588,11.634,14.4807,94.4876,22.0124,73.7348,24.4696,19.0055
chr19:13049700-13049701,257.492,64.703,10.9406,14.2873,91.7721,21.7445,70.4862,24.2735,19.0635
chr19:13049744-13049745,258.258,66.837,9.19613,13.732000000000001,83.8715,20.703000000000003,60.8923,23.7003,19.6409
chr19:13049779-13049780,266.746,64.8895,8.381219999999999,13.4351,79.0166,20.0124,55.0635,23.576,20.0138
chr19:13051579-13051580,109.23899999999999,5.252759999999999,2.23481,25.0262,17.797,21.3798,13.337,8.33287,3.5221
chr19:13051594-13051595,108.749,5.4198900000000005,2.25,25.7348,17.3122,21.3315,13.2707,8.40055,3.42541
chr19:13051596-13051597,108.45,5.45028,2.25,25.7928,17.2597,21.3149,13.267999999999999,8.4116,3.42265
chr19:13051597-13051598,108.301,5.46547,2.25,25.8218,17.2334,21.3066,13.2666,8.41713,3.42127
chr19:13051671-13051672,85.145,7.31492,2.23066,25.7265,15.3439,19.2528,12.8412,8.75,3.50691
chr19:13051672-13051673,84.7362,7.34807,2.23481,25.6865,15.3204,19.2044,12.8301,8.751380000000001,3.51105
chr19:13051681-13051682,81.0566,7.64641,2.2721,25.326,15.1091,18.7693,12.7307,8.763810000000001,3.54834
chr19:13056578-13056579,1089.69,47.3854,101.51100000000001,47.4724,125.965,148.55700000000002,298.757,24.3564,24.3052
chr19:13056602-13056603,1144.54,47.4848,110.478,45.5994,133.872,143.186,296.47,25.2845,25.6478
chr19:13057037-13057038,680.5939999999999,29.6961,10.7431,17.0221,177.405,30.518,102.066,33.2072,23.1754
chr19:13057039-13057040,683.8760000000001,29.7652,10.8425,16.9807,177.043,30.5014,101.87299999999999,33.2155,23.1146
chr19:13057311-13057312,184.747,18.8094,8.32044,19.558,75.5235,16.4972,48.61600000000001,26.9351,17.232
chr19:13057322-13057323,168.308,18.3688,7.92541,19.7555,73.2141,16.0414,47.4309,26.9959,17.3536
chr19:13057323-13057324,166.81400000000002,18.3287,7.8895,19.7735,73.0041,16.0,47.3232,27.0014,17.3646
chr19:13057324-13057325,165.31900000000002,18.2887,7.85359,19.7914,72.7942,15.9586,47.2155,27.0069,17.3757
chr19:13057325-13057326,163.825,18.2486,7.81768,19.8094,72.5843,15.9171,47.1077,27.0124,17.3867
chr19:13057326-13057327,162.33,18.2086,7.78177,19.8273,72.3743,15.8757,47.0,27.018,17.3978
chr19:13057328-13057329,159.341,18.1285,7.70994,19.8633,71.9544,15.7928,46.7845,27.029,17.4199
chr19:13057332-13057333,153.363,17.9682,7.5663,19.9351,71.1146,15.6271,46.3536,27.0511,17.4641
chr19:13058793-13058794,1060.44,24.2555,47.5318,94.8384,99.029,223.76,212.33700000000002,63.6616,91.8439
chr19:13058973-13058974,1785.65,29.3218,55.8785,111.59299999999999,109.37200000000001,284.175,281.33299999999997,87.4448,105.84899999999999
chr19:13058974-13058975,1782.19,29.3232,55.5829,111.28200000000001,109.34899999999999,283.686,280.715,87.2169,105.699
chr19:13058985-13058986,1744.1,29.3384,52.3315,107.863,109.10600000000001,278.308,273.92400000000004,84.7099,104.04299999999999
chr19:13067004-13067005,165.525,15.8329,7.94199,20.732,30.5912,22.9475,12.7417,13.6727,10.4738
chr19:13067047-13067048,183.032,16.8011,8.23757,21.2887,32.7251,23.9171,13.5304,15.0815,11.1464
chr19:13067058-13067059,184.87,16.9378,8.146410000000001,21.3494,33.2265,23.9475,13.7735,15.4613,11.2983
chr19:13067080-13067081,183.645,17.2983,7.64503,21.1519,34.5483,23.3992,14.5207,16.453,11.5732
chr19:13067084-13067085,183.38,17.3646,7.5511,21.1133,34.7914,23.2942,14.6588,16.6354,11.6229
chr19:13076276-13076277,685.163,388.286,7.53729,21.4834,141.41899999999998,36.6423,77.3674,33.9061,32.2486
chr19:13076316-13076317,758.87,418.254,6.4820400000000005,22.279,149.113,42.1257,80.232,35.9351,34.1989
chr19:13076355-13076356,770.178,425.199,5.28453,21.9765,152.61,45.3702,79.9006,36.6727,34.5552
chr19:13076362-13076363,765.576,423.461,5.09392,21.7887,152.619,45.6381,79.3923,36.6464,34.4047
chr19:13076373-13076374,754.2719999999999,418.144,4.8204400000000005,21.3633,151.92,45.9116,78.1768,36.5097,34.0552
chr19:13076391-13076392,734.9960000000001,409.16,4.37983,20.6575,150.704,46.3094,76.1575,36.268,33.4724
chr19:13076392-13076393,733.189,408.395,4.36188,20.6091,150.569,46.2845,76.0166,36.2376,33.4296
chr19:13076393-13076394,731.383,407.63,4.34392,20.5608,150.434,46.2597,75.8757,36.2072,33.3867
chr19:13076528-13076529,479.51,250.06400000000002,4.49862,14.5152,119.24700000000001,41.3025,53.2099,30.4572,32.5124
chr19:13076610-13076611,372.718,172.08700000000002,5.46133,15.0912,105.39200000000001,37.1354,43.7749,27.6285,33.3494
chr19:13076642-13076643,316.445,145.529,5.2762400000000005,15.7017,98.6657,33.1243,40.0345,26.0456,31.7666
chr19:13088775-13088776,413.786,205.644,9.85635,12.3619,58.3204,11.7141,25.4641,15.3398,9.881219999999999
chr19:13088777-13088778,418.78,207.732,9.96685,12.4282,58.6298,11.8743,25.558000000000003,15.3646,10.0055
chr19:13088783-13088784,433.764,213.997,10.2983,12.6271,59.558,12.355,25.8398,15.4392,10.3785
chr19:13088791-13088792,452.913,222.06400000000002,10.7224,12.8826,60.7459,12.9751,26.203000000000003,15.5318,10.8619
chr19:13088844-13088845,517.203,257.308,12.4931,14.0345,65.7362,15.7541,27.4406,15.3936,13.0939
chr19:13088846-13088847,517.675,257.949,12.529000000000002,14.0566,65.8522,15.7956,27.4489,15.3605,13.1326
chr19:13088889-13088890,505.87,263.97900000000004,13.2597,14.4489,67.2693,16.0649,27.1298,14.2749,13.5083
chr19:13094508-13094509,377.954,277.986,4.5690599999999995,14.0925,128.964,17.1533,77.4061,22.5635,14.7072
chr19:13094539-13094540,374.536,308.19599999999997,4.14503,13.2472,138.54,16.4434,77.3688,23.5124,15.4019
chr19:13094581-13094582,335.546,322.008,3.68232,11.9351,145.69899999999998,15.0,73.7804,23.6229,15.4199
chr19:13094594-13094595,319.769,322.41200000000003,3.56215,11.5138,147.058,14.5166,72.2942,23.4489,15.3356
chr19:13094596-13094597,317.189,321.892,3.54558,11.4586,147.066,14.4365,72.0483,23.3992,15.2997
chr19:13140915-13140916,113.92399999999999,97.9489,3.53039,8.178180000000001,27.691999999999997,9.67265,15.6077,7.03315,6.0704400000000005
chr19:13140917-13140918,114.744,98.5843,3.4613300000000002,8.23343,27.7003,9.70304,15.5912,7.04972,6.0732
chr19:13140918-13140919,115.155,98.9019,3.4268,8.26105,27.7044,9.71823,15.5829,7.05801,6.07459
chr19:13140924-13140925,117.616,100.80799999999999,3.21961,8.4268,27.7293,9.809389999999999,15.5331,7.10773,6.08287
chr19:13144297-13144298,152.465,47.6423,4.19337,11.482000000000001,27.3052,13.2072,14.3149,9.994480000000001,6.85221
chr19:13145051-13145052,483.624,131.35399999999998,12.0124,8.191989999999999,46.9834,11.0318,27.6478,15.2086,7.89227
chr19:13145143-13145144,627.535,125.583,14.8674,10.6367,42.6146,11.0083,31.663,15.9572,6.5041400000000005
chr19:13163338-13163339,88.9599,6.16022,1.55525,4.37845,19.4779,8.48757,11.3108,6.05525,3.66575
chr19:13163348-13163349,94.7776,5.97238,1.53039,4.59392,19.4945,8.60635,11.1754,6.0911599999999995,3.77624
chr19:13163350-13163351,95.9157,5.93923,1.52486,4.6353599999999995,19.4972,8.631219999999999,11.1478,6.09669,3.79834
chr19:13163366-13163367,104.895,5.6547,1.45166,4.97652,19.413,8.839780000000001,10.9655,6.12155,3.98481
chr19:13163370-13163371,107.09899999999999,5.57735,1.42403,5.06492,19.3577,8.89503,10.9323,6.12155,4.03453
chr19:13172036-13172037,144.713,41.395,7.77486,9.720989999999999,79.232,11.8867,23.8812,12.8771,11.0898
chr19:13172108-13172109,179.453,61.8743,12.2293,10.8743,87.9903,13.2003,27.2169,13.5497,11.7845
chr19:13172366-13172367,610.786,162.2,12.297,15.3329,90.8757,10.9558,32.9227,15.989,12.1934
chr19:13172406-13172407,588.244,161.162,10.5069,15.6644,85.6602,11.1657,30.8011,15.3702,12.1381
chr19:13172427-13172428,546.725,154.95,9.412980000000001,15.5649,80.8785,11.1243,29.3218,14.9434,11.8729
chr19:13172431-13172432,538.195,153.65200000000002,9.197510000000001,15.5428,79.9116,11.1133,29.029,14.8605,11.8177
chr19:13173287-13173288,24.8135,6.33978,6.22652,6.72514,19.4959,6.00138,9.64227,6.8232,5.469609999999999
chr19:13173296-13173297,24.9959,6.40193,6.3093900000000005,6.64227,19.6243,5.91022,9.62983,6.78591,5.4074599999999995
chr19:13173297-13173298,25.0083,6.41022,6.31492,6.6326,19.6367,5.89917,9.62845,6.78315,5.40193
chr19:13173300-13173301,25.0456,6.43508,6.3314900000000005,6.60359,19.674,5.86602,9.624310000000001,6.77486,5.3853599999999995
chr19:13173301-13173302,25.058000000000003,6.44337,6.33702,6.59392,19.6865,5.85497,9.62293,6.7721,5.37983
chr19:13173303-13173304,25.0829,6.4599400000000005,6.34807,6.57459,19.7113,5.83287,9.62017,6.76657,5.36878
chr19:13173312-13173313,25.1782,6.5469599999999994,6.3646400000000005,6.48343,19.8232,5.708559999999999,9.624310000000001,6.72514,5.3232
chr19:13180522-13180523,2120.74,34.174,185.359,235.532,189.75799999999998,496.061,132.959,174.62599999999998,277.413
chr19:13180532-13180533,2171.45,34.8232,195.359,247.75599999999997,194.206,521.309,138.262,185.896,288.96
chr19:13180585-13180586,2268.64,36.547,228.227,297.343,211.74599999999998,621.315,159.16,233.423,328.56800000000004
chr19:13180592-13180593,2268.2,36.6464,230.655,302.60200000000003,213.59400000000002,632.145,161.405,238.543,332.22
chr19:13180963-13180964,868.087,36.9351,28.5815,74.558,101.26,152.243,68.9157,42.3909,83.3771
chr19:13180964-13180965,866.7130000000001,36.9199,28.5014,74.0704,101.01899999999999,151.16299999999998,68.6381,42.0953,82.9434
chr19:13180967-13180968,862.59,36.8743,28.261,72.6077,100.29799999999999,147.923,67.8052,41.2086,81.6423
chr19:13183485-13183486,104.779,16.4876,3.46271,5.291440000000001,27.6174,5.0925400000000005,10.1077,7.02486,5.0580099999999995
chr19:13183486-13183487,105.48200000000001,16.5456,3.46823,5.2969599999999994,27.5925,5.10497,10.1119,7.01657,5.06492
chr19:13183614-13183615,137.877,19.7113,3.8605,4.8232,26.1409,4.5290099999999995,10.4972,6.46685,8.013810000000001
chr19:13183616-13183617,136.885,19.6367,3.84945,4.8011,26.1077,4.4930900000000005,10.4751,6.464090000000001,8.052489999999999
chr19:13188289-13188290,848.7860000000001,30.7804,16.9282,81.7431,124.225,241.983,79.5967,71.8757,93.5843
chr19:13190468-13190469,1035.03,37.297,12.5663,21.6934,86.7514,37.692,68.808,18.7293,17.2804
chr19:13190470-13190471,1039.42,37.2307,12.5635,21.5994,86.8481,37.5041,68.855,18.6961,17.2997
chr19:13190473-13190474,1046.01,37.1312,12.5594,21.4586,86.9931,37.2224,68.9254,18.6464,17.3287
chr19:13190490-13190491,1083.32,36.5677,12.5359,20.6602,87.8149,35.6257,69.3246,18.3646,17.4931
chr19:13190513-13190514,1093.46,35.3909,12.5649,19.7486,87.3605,33.5041,68.7279,17.8867,17.413
chr19:13190672-13190673,743.4630000000001,27.4392,13.2956,15.7845,65.8729,20.1616,59.8633,15.4461,17.5041
chr19:13190693-13190694,691.758,26.2169,13.25,15.511,62.5083,19.0097,58.4793,15.442,17.9807
chr19:13193359-13193360,179.298,49.9917,1.81906,5.87845,20.9793,3.38122,14.6285,14.2265,7.31906
chr19:13193367-13193368,181.287,51.0856,1.89641,5.8011,21.4323,3.48066,14.5401,14.3481,7.23066
chr19:13193376-13193377,183.525,52.3163,1.98343,5.714090000000001,21.941999999999997,3.59254,14.4406,14.4848,7.13122
chr19:13200136-13200137,253.16299999999998,59.6934,0.606354,4.3895,28.8715,4.41436,10.6851,7.04696,5.7320400000000005
chr19:13200139-13200140,257.601,60.3273,0.635359,4.35635,28.8218,4.40193,10.6892,7.0884,5.83978
chr19:13200140-13200141,259.08,60.5387,0.6450279999999999,4.3453,28.8052,4.3977900000000005,10.6906,7.10221,5.8756900000000005
chr19:13200176-13200177,290.262,64.3936,1.04006,4.09945,27.7044,4.10773,10.4006,7.5,6.94613
chr19:13200195-13200196,300.432,65.529,1.26934,3.96271,26.971,3.85773,10.1575,7.67541,7.42818
chr19:13200225-13200226,296.546,64.4627,1.60083,3.7942,25.8688,3.33564,9.743089999999999,7.77762,7.70718
chr19:13200234-13200235,293.32599999999996,63.8412,1.70028,3.73204,25.5207,3.1616,9.618780000000001,7.80249,7.74448
chr19:13200235-13200236,292.968,63.7721,1.71133,3.72514,25.482,3.14227,9.60497,7.80525,7.74862
chr19:13204791-13204792,834.8960000000001,214.801,8.09807,15.3854,148.45,16.7238,33.8743,17.7307,17.0843
chr19:13204798-13204799,836.6560000000001,214.53,8.049719999999999,15.5691,148.489,16.7721,33.8936,17.779,16.9199
chr19:13207191-13207192,566.294,39.6022,19.6119,9.552489999999999,117.169,10.1174,43.3329,14.3343,11.7459
chr19:13207196-13207197,577.385,40.3895,19.9986,9.552489999999999,118.294,10.145,43.5124,14.424000000000001,11.8218
chr19:13207224-13207225,632.0369999999999,44.7155,21.8122,9.49033,124.64,10.2169,44.7251,14.8854,12.267999999999999
chr19:13207225-13207226,633.758,44.8674,21.866,9.486189999999999,124.867,10.2169,44.7749,14.9006,12.2845
chr19:13207274-13207275,668.717,49.8646,22.8812,9.116019999999999,133.724,9.98757,46.7831,15.5249,13.0387
chr19:13207278-13207279,667.7610000000001,50.0856,22.8315,9.08287,134.34799999999998,9.954419999999999,46.9378,15.5746,13.1105
chr19:13207290-13207291,664.8939999999999,50.7486,22.6823,8.98343,136.221,9.85497,47.4019,15.7238,13.325999999999999
chr19:13207291-13207292,663.8760000000001,50.7376,22.6285,8.97514,136.278,9.843919999999999,47.4296,15.7293,13.337
chr19:13207292-13207293,662.8580000000001,50.7265,22.5746,8.96685,136.334,9.83287,47.4572,15.7348,13.3481
chr19:13207293-13207294,661.84,50.7155,22.5207,8.95856,136.391,9.821819999999999,47.4848,15.7403,13.3591
chr19:13207295-13207296,659.804,50.6934,22.413,8.941989999999999,136.504,9.799719999999999,47.5401,15.7514,13.3812
chr19:13207668-13207669,208.979,20.6934,7.16022,8.052489999999999,98.2845,9.111880000000001,33.482,10.6492,13.0318
chr19:13207709-13207710,169.59799999999998,20.4641,6.94751,7.93094,90.8135,8.375689999999999,29.9724,11.3122,13.4503
chr19:13207712-13207713,166.304,20.5221,6.98066,7.92265,90.2666,8.34254,29.6989,11.4199,13.4834
chr19:13207725-13207726,152.029,20.7735,7.12431,7.88674,87.8964,8.1989,28.5138,11.8867,13.6271
chr19:13207726-13207727,150.931,20.7928,7.13536,7.88398,87.7141,8.18785,28.4227,11.9227,13.6381
chr19:13207729-13207730,147.637,20.8508,7.16851,7.87569,87.1671,8.1547,28.1492,12.0304,13.6713
chr19:13207913-13207914,54.6243,22.3039,10.1685,7.04696,68.2362,11.5718,20.8149,17.163,12.3757
chr19:13207923-13207924,54.6381,21.779,10.1133,6.95028,67.1865,11.6133,20.8702,17.0939,12.1133
chr19:13207924-13207925,54.6395,21.7265,10.1077,6.94061,67.0815,11.6174,20.8757,17.087,12.087
chr19:13207967-13207968,54.7541,19.3287,9.6326,6.502759999999999,62.6257,11.4047,21.2666,16.5525,10.9475
chr19:13207988-13207989,53.2749,17.9945,9.168510000000001,6.241709999999999,60.1602,11.0856,21.4406,16.0594,10.3674
chr19:13208039-13208040,45.9144,15.5773,7.8605,5.78453,55.6699,9.64503,21.3702,14.3232,9.37983
chr19:13208836-13208837,1045.6,21.3011,24.7169,16.2238,224.71400000000003,17.1588,81.8066,19.0276,18.9282
chr19:13212196-13212197,226.919,86.3536,4.22652,8.846689999999999,160.209,8.35635,28.4061,13.6008,8.53453
chr19:13212204-13212205,232.97400000000002,88.7845,4.37017,9.001380000000001,161.08100000000002,8.48895,28.7486,13.6782,8.89917
chr19:13212206-13212207,234.488,89.3923,4.40608,9.04006,161.3,8.5221,28.8343,13.6975,8.99033
chr19:13212207-13212208,235.24400000000003,89.6961,4.42403,9.059389999999999,161.409,8.53867,28.8771,13.7072,9.035910000000001
chr19:13212252-13212253,254.548,101.436,5.17541,9.85635,161.417,9.881219999999999,30.8757,13.6367,10.7431
chr19:13212447-13212448,116.79299999999999,74.1133,7.25552,9.964089999999999,115.535,11.6657,29.7155,10.011000000000001,12.8384
chr19:13212448-13212449,116.309,73.855,7.26381,9.96133,115.355,11.6547,29.674,10.0014,12.8425
chr19:13212456-13212457,112.44200000000001,71.7887,7.33011,9.93923,113.919,11.5663,29.3425,9.92403,12.8757
chr19:13212463-13212464,108.633,69.732,7.35497,9.91436,112.396,11.4503,29.0083,9.861880000000001,12.8771
chr19:13212464-13212465,108.04299999999999,69.4116,7.35497,9.910219999999999,112.15100000000001,11.4296,28.9558,9.853589999999999,12.8743
chr19:13212480-13212481,98.6064,64.2845,7.35497,9.843919999999999,108.21700000000001,11.0981,28.116,9.720989999999999,12.8301
chr19:13212485-13212486,95.6575,62.6823,7.35497,9.8232,106.988,10.9945,27.8536,9.67956,12.8163
chr19:13212500-13212501,89.0898,58.8702,7.29972,9.73343,104.01799999999999,10.739,27.2044,9.58287,12.7472
chr19:13212501-13212502,88.7279,58.6492,7.2942,9.726519999999999,103.844,10.7238,27.1657,9.57735,12.7417
chr19:13212509-13212510,85.8329,56.8812,7.25,9.67127,102.45200000000001,10.6022,26.8564,9.53315,12.6975
chr19:13212551-13212552,69.1436,46.297,6.52348,9.484810000000001,94.3522,9.70166,24.8923,9.609119999999999,12.0193
chr19:13212556-13212557,67.8246,45.3785,6.4268,9.4779,93.5511,9.58425,24.7196,9.64365,11.9641
chr19:13212557-13212558,67.5608,45.1948,6.4074599999999995,9.476519999999999,93.3909,9.56077,24.6851,9.65055,11.953
chr19:13213615-13213616,2360.3,53.1091,91.5773,373.38800000000003,226.104,893.6039999999999,229.493,203.66,501.08099999999996
chr19:13213653-13213654,2401.48,52.7362,95.4475,414.115,249.486,980.128,243.43599999999998,231.58599999999998,537.7180000000001
chr19:13213679-13213680,2386.44,51.3135,94.6381,425.595,266.086,1004.92,248.16,241.331,544.0169999999999
chr19:13213683-13213684,2382.88,51.0539,94.4282,427.026,268.77099999999996,1008.07,248.79,242.641,544.613
chr19:13213726-13213727,2290.25,46.8909,86.23899999999999,415.971,291.767,983.72,246.93200000000002,240.363,523.485
chr19:13215294-13215295,241.702,53.0953,8.3453,14.5207,99.8481,6.65746,28.8729,12.4655,16.768
chr19:13215344-13215345,296.343,72.5773,9.5,15.5746,113.412,6.82873,33.9972,14.3854,17.4586
chr19:13215355-13215356,306.67400000000004,76.8923,9.697510000000001,15.7873,116.465,6.93508,35.1215,14.8715,17.489
chr19:13215356-13215357,307.613,77.2845,9.71547,15.8066,116.743,6.94475,35.2238,14.9157,17.4917
chr19:13215469-13215470,401.249,132.819,10.1105,17.6036,149.273,10.2127,44.9972,19.1754,16.2403
chr19:13215480-13215481,402.494,136.845,10.0041,17.5732,150.215,10.5925,45.2099,19.221,16.0124
chr19:13215481-13215482,402.608,137.211,9.994480000000001,17.5704,150.30100000000002,10.6271,45.2293,19.2251,15.9917
chr19:13229740-13229741,222.09400000000002,8.12155,8.792819999999999,12.3785,72.67399999999999,5.3093900000000005,24.8011,12.6492,5.63122
chr19:13229768-13229769,227.39,8.006910000000001,9.10635,12.6671,76.087,5.3093900000000005,23.1174,13.8605,5.15193
chr19:13229801-13229802,221.297,7.76381,9.015189999999999,12.5304,79.9006,5.41575,20.9599,15.1519,4.84807
chr19:13243426-13243427,428.023,11.6188,29.2983,18.3384,34.5483,20.029,27.3964,12.5318,9.31354
chr19:13243433-13243434,449.468,11.7058,30.6906,18.5608,34.760999999999996,20.6865,27.8895,12.5124,9.34254
chr19:13243435-13243436,455.595,11.7307,31.0884,18.6243,34.8218,20.8743,28.0304,12.5069,9.35083
chr19:13243436-13243437,458.659,11.7431,31.2873,18.6561,34.8522,20.9682,28.1008,12.5041,9.35497
chr19:13243463-13243464,530.825,11.9254,35.760999999999996,19.1105,35.2901,23.1271,29.4613,12.2486,9.3605
chr19:13243473-13243474,555.1619999999999,11.9945,37.2804,19.2072,35.3591,24.1077,29.8619,12.0967,9.33287
chr19:13243480-13243481,572.198,12.0428,38.3439,19.2749,35.4075,24.7942,30.1423,11.9903,9.31354
chr19:13243496-13243497,604.557,12.1202,40.4019,19.3715,35.4185,26.1809,30.6174,11.7472,9.244480000000001
chr19:13243512-13243513,622.651,12.134,41.7017,19.3384,35.2182,27.2597,30.779,11.5166,9.138119999999999
chr19:13243513-13243514,622.888,12.1326,41.7459,19.3273,35.1934,27.326,30.779,11.5055,9.1326
chr19:13243521-13243522,624.789,12.1215,42.0994,19.239,34.9945,27.8564,30.779,11.4171,9.0884
chr19:13243524-13243525,625.501,12.1174,42.232,19.2058,34.9199,28.0552,30.779,11.384,9.071819999999999
chr19:13264517-13264518,287.195,50.761,6.93923,11.9268,79.5511,10.4365,38.355,20.5801,11.6464
chr19:13264535-13264536,284.062,50.1146,6.76519,11.9765,78.8798,10.5608,37.1367,20.7541,11.3978
chr19:13264537-13264538,283.714,50.0428,6.74586,11.982000000000001,78.8052,10.5746,37.0014,20.7735,11.3702
