0,a08859b52858-Hudep2_ATAC,fe8785968662-Hudep2_D3_merged_CTCF.all,b0da11c1df50-Hudep2_BCL11A,ba7834bdcc8e-Hudep2_D0_GATA1.all,b5e088a81c17-HUDEP2_LRF_CHIP,841dcfc50d9a-Hudep2_D3_merged_GATA1.all,f746e066cca0-Hudep2_D3_merged_KLF1.all,922003c4a54d-Hudep2_D3_merged_LDB1.all,9a15e4413613-Hudep2_D3_merged_TAL1.all
chr19:12998016-12998017,1307.82,25.0792,51.5569,85.4678,314.649,221.752,81.4307,51.5149,66.8144
chr19:12998053-12998054,1533.34,26.8366,64.2871,97.1064,342.436,263.394,88.9183,59.1757,78.3441
chr19:12998054-12998055,1535.48,26.8614,64.4653,97.3391,342.89599999999996,264.151,89.0644,59.3243,78.7005
chr19:12998060-12998061,1548.33,27.0099,65.5347,98.7351,345.658,268.69599999999997,89.9406,60.2153,80.8391
chr19:12998062-12998063,1552.61,27.0594,65.8911,99.2005,346.579,270.21,90.2327,60.5124,81.55199999999999
chr19:12998073-12998074,1576.16,27.3317,67.8515,101.76,351.644,278.54200000000003,91.8391,62.146,85.4728
chr19:12998477-12998478,1384.75,34.198,59.047,182.037,371.381,421.49800000000005,90.4134,132.963,231.19799999999998
chr19:13001714-13001715,2172.38,71.6213,751.9680000000001,28.796999999999997,64.4035,65.4851,275.644,26.1485,27.2153
chr19:13001758-13001759,2409.73,67.3663,876.465,30.3168,68.2574,69.5124,323.871,24.0495,25.4604
chr19:13001775-13001776,2471.58,64.9257,893.3389999999999,30.6955,69.7302,70.2698,337.337,23.4183,25.1238
chr19:13001824-13001825,2598.82,58.0099,860.49,31.3713,73.2153,72.604,364.597,22.2624,24.8069
chr19:13001826-13001827,2601.85,57.7376,855.842,31.3812,73.3243,72.703,365.215,22.2426,24.8218
chr19:13001840-13001841,2623.06,55.8317,823.302,31.4505,74.0866,73.396,369.54699999999997,22.104,24.9257
chr19:13030109-13030110,974.673,26.9084,64.9851,23.9431,70.9554,32.8119,221.47299999999998,24.4851,26.8069
chr19:13030117-13030118,1009.66,27.3441,68.2723,24.1015,71.3317,33.0693,225.69099999999997,24.7822,26.6485
chr19:13030243-13030244,1267.96,33.7896,81.90100000000001,24.3639,72.8342,32.6559,232.109,26.2995,25.0495
chr19:13040976-13040977,103.01,10.7277,1.58168,5.14356,20.5817,0.992574,10.5916,5.4703,2.25
chr19:13041038-13041039,123.74799999999999,13.9035,2.35396,4.92079,21.6436,0.7797029999999999,8.68564,4.23267,2.34653
chr19:13041039-13041040,123.911,13.9431,2.36634,4.90594,21.6634,0.777228,8.64851,4.21287,2.34901
chr19:13043969-13043970,187.43099999999998,8.5495,10.7995,8.42574,29.9802,16.802,14.7822,11.3515,10.8663
chr19:13043980-13043981,192.985,8.57673,10.2005,8.45297,30.6609,16.5569,15.354000000000001,11.2698,11.0025
chr19:13044081-13044082,215.27700000000002,9.15594,7.78465,11.0866,40.547,10.6213,24.255,11.0668,10.854000000000001
chr19:13044099-13044100,214.965,9.24505,7.873760000000001,11.8441,42.4183,9.55198,26.1708,11.245,10.6312
chr19:13048309-13048310,303.993,14.0173,5.4505,16.9307,199.418,23.0767,27.8589,14.599,14.2525
chr19:13048340-13048341,368.371,14.8614,7.675739999999999,19.0792,219.062,27.296999999999997,31.3886,14.5223,14.2525
chr19:13048813-13048814,2148.36,29.1064,152.851,34.6881,246.364,85.7475,129.884,25.4158,39.0718
chr19:13048818-13048819,2183.21,29.2797,157.369,34.9356,244.953,86.7871,133.114,25.5644,38.8738
chr19:13048872-13048873,2418.04,31.4431,200.37400000000002,37.8465,232.49,99.0025,169.574,28.4208,35.9356
chr19:13048929-13048930,2358.26,33.4827,228.285,40.3812,228.12599999999998,109.455,211.90599999999998,33.4703,32.5569
chr19:13048932-13048933,2350.52,33.5569,229.354,40.4703,228.12599999999998,109.819,214.215,33.745,32.4233
chr19:13049140-13049141,1923.23,34.3985,290.839,31.3589,205.463,85.4777,343.411,30.8292,41.8119
chr19:13049213-13049214,2242.28,40.8045,367.69599999999997,28.8045,197.671,74.0668,332.629,27.3589,41.4059
chr19:13049216-13049217,2257.0,41.1163,370.25699999999995,28.7079,197.545,73.5099,331.3,27.2995,41.25
chr19:13049220-13049221,2276.62,41.5322,373.673,28.5792,197.37599999999998,72.7673,329.527,27.2203,41.0421
chr19:13049237-13049238,2360.02,43.2995,388.191,28.0322,196.66099999999997,69.6114,321.995,26.8837,40.1584
chr19:13049256-13049257,2437.27,45.0842,399.911,27.2896,195.56400000000002,65.8985,312.599,26.7277,38.8243
chr19:13049276-13049277,2481.78,46.4703,402.634,26.2995,193.93099999999998,61.8886,301.411,27.0248,36.8441
chr19:13049280-13049281,2490.68,46.7475,403.17800000000005,26.1015,193.604,61.0866,299.173,27.0842,36.448
chr19:13049290-13049291,2512.93,47.4406,404.54,25.6064,192.787,59.0817,293.579,27.2327,35.4579
chr19:13049340-13049341,2416.23,49.2327,360.228,23.0074,187.86900000000003,48.953,262.995,28.8911,31.1832
chr19:13049676-13049677,246.428,62.5,11.9777,14.4802,94.6139,22.1312,75.047,24.5866,18.3614
chr19:13049686-13049687,242.493,64.1832,11.4084,14.3317,92.6832,21.7599,72.34899999999999,24.3391,18.6337
chr19:13049700-13049701,237.287,66.547,10.5965,14.1188,89.9084,21.245,68.495,23.995,19.0149
chr19:13049744-13049745,260.158,70.3589,8.74505,13.7921,85.0074,20.5916,60.4356,23.4505,20.3218
chr19:13049779-13049780,274.557,68.0495,7.98762,13.4554,79.5842,20.2005,54.8837,23.3738,20.3515
chr19:13051579-13051580,116.322,4.84901,2.25,25.7847,17.8193,21.9158,13.3243,8.27228,3.35396
chr19:13051594-13051595,116.322,4.9604,2.25,26.75,17.2252,22.0644,13.3614,8.34653,3.2797
chr19:13051596-13051597,116.322,4.97525,2.25,26.8787,17.146,22.0842,13.3663,8.35644,3.2698
chr19:13051597-13051598,116.322,4.98267,2.25,26.9431,17.1064,22.0941,13.3688,8.36139,3.26485
chr19:13051671-13051672,85.5446,7.30693,2.1955400000000003,26.5965,15.1064,19.5644,12.9802,8.85644,3.4826699999999997
chr19:13051672-13051673,84.995,7.344060000000001,2.19307,26.5495,15.0941,19.5099,12.9678,8.86139,3.4876199999999997
chr19:13051681-13051682,80.0495,7.67822,2.17079,26.1262,14.9827,19.0198,12.8564,8.90594,3.5321800000000003
chr19:13056578-13056579,1129.33,48.5792,109.005,48.005,126.265,151.567,306.057,23.646,23.7351
chr19:13056602-13056603,1201.05,48.6163,122.693,45.8465,134.993,146.879,304.089,24.3218,25.3441
chr19:13057037-13057038,710.3989999999999,30.0891,11.2673,17.25,181.671,30.9332,104.584,34.2104,23.8762
chr19:13057039-13057040,715.092,30.1931,11.401,17.2104,181.463,30.9431,104.55,34.2351,23.8366
chr19:13057311-13057312,158.757,18.2203,8.19059,20.0644,73.1361,16.0668,47.7153,27.1411,17.4678
chr19:13057322-13057323,148.002,17.8391,7.78218,20.3639,71.5025,15.6584,46.9802,27.2772,17.7946
chr19:13057323-13057324,147.025,17.8045,7.74505,20.3911,71.354,15.6213,46.9134,27.2896,17.8243
chr19:13057324-13057325,146.047,17.7698,7.70792,20.4183,71.2054,15.5842,46.8465,27.302,17.854
chr19:13057325-13057326,145.069,17.7351,7.670789999999999,20.4455,71.0569,15.547,46.7797,27.3144,17.8837
chr19:13057326-13057327,144.092,17.7005,7.633660000000001,20.4728,70.9084,15.5099,46.7129,27.3267,17.9134
chr19:13057328-13057329,142.136,17.6312,7.559410000000001,20.5272,70.6114,15.4356,46.5792,27.3515,17.9728
chr19:13057332-13057333,138.225,17.4926,7.410889999999999,20.6361,70.0173,15.2871,46.3119,27.401,18.0916
chr19:13058793-13058794,1035.9,24.0124,46.8243,95.0817,100.235,224.56400000000002,210.93599999999998,62.3985,92.4381
chr19:13058973-13058974,1862.05,29.5545,58.2203,115.01700000000001,109.725,292.767,291.218,91.75,108.941
chr19:13058974-13058975,1857.92,29.5569,57.8985,114.661,109.74,292.302,290.483,91.4777,108.839
chr19:13058985-13058986,1812.42,29.5842,54.3589,110.74,109.90299999999999,287.183,282.39599999999996,88.4827,107.723
chr19:13067004-13067005,174.485,16.2054,8.767330000000001,20.9554,30.3069,23.7376,12.4579,13.4134,10.3342
chr19:13067047-13067048,195.453,16.9505,8.9802,21.7005,31.9035,24.802,13.203,14.9035,11.0792
chr19:13067058-13067059,195.87599999999998,17.0866,8.73762,21.7252,32.6535,24.7178,13.5347,15.3713,11.297
chr19:13067080-13067081,193.535,17.3045,8.08416,21.6708,34.2871,24.3366,14.2426,16.297,11.7327
chr19:13067084-13067085,193.109,17.3441,7.96535,21.6609,34.5842,24.2673,14.3713,16.4653,11.8119
chr19:13076276-13076277,713.1310000000001,397.668,7.78465,22.005,141.683,36.9703,78.9752,34.4901,33.4307
chr19:13076316-13076317,808.168,434.616,6.75,23.1584,150.928,43.6856,82.9752,36.9059,35.5743
chr19:13076355-13076356,828.3889999999999,446.594,5.27475,22.9604,157.599,48.0891,82.7178,37.8366,35.4901
chr19:13076362-13076363,813.8510000000001,442.158,4.99752,22.6139,157.322,48.0718,81.7822,37.646,35.1782
chr19:13076373-13076374,791.007,435.18800000000005,4.56188,22.0693,156.886,48.0446,80.3119,37.3465,34.6881
chr19:13076391-13076392,753.6260000000001,423.782,3.84901,21.1782,156.173,48.0,77.9059,36.8564,33.8861
chr19:13076392-13076393,751.55,423.149,3.8094099999999997,21.1287,156.134,47.9975,77.7723,36.8292,33.8416
chr19:13076393-13076394,749.4730000000001,422.515,3.7698,21.0792,156.094,47.995,77.6386,36.802,33.797
chr19:13076528-13076529,472.255,243.928,4.49752,13.7054,117.641,41.4084,52.3589,30.1337,32.6163
chr19:13076610-13076611,384.69300000000004,170.248,5.77228,15.0941,105.309,38.3416,43.8045,27.9455,34.4629
chr19:13076642-13076643,327.426,146.089,5.85149,16.1238,101.03200000000001,34.9356,40.6361,26.6782,32.8787
chr19:13088775-13088776,427.319,208.985,10.0272,12.5124,58.505,12.1634,25.5916,15.755,10.0396
chr19:13088777-13088778,433.00699999999995,211.248,10.1361,12.5718,58.7673,12.3416,25.7054,15.7946,10.198
chr19:13088783-13088784,450.07199999999995,218.035,10.4629,12.75,59.5545,12.8762,26.046999999999997,15.9134,10.6733
chr19:13088791-13088792,472.824,227.084,10.8985,12.9876,60.604,13.5891,26.5025,16.0718,11.3069
chr19:13088844-13088845,564.0219999999999,270.70799999999997,13.1436,14.2475,67.396,16.5866,28.5446,15.8045,14.0965
chr19:13088846-13088847,566.998,272.218,13.2228,14.2921,67.6485,16.6856,28.6139,15.7847,14.1906
chr19:13088889-13088890,536.069,276.795,13.5668,14.7649,69.4827,17.0644,27.8564,14.5668,14.1733
chr19:13094508-13094509,403.78,290.29200000000003,4.74257,14.3639,131.47,18.1262,80.1634,23.0693,15.6634
chr19:13094539-13094540,397.334,323.594,4.28218,13.4431,143.441,17.2822,79.4728,24.2203,16.2772
chr19:13094581-13094582,350.14599999999996,339.129,3.4975199999999997,11.9455,150.017,14.8787,75.0743,24.4629,15.6337
chr19:13094594-13094595,331.74,340.77,3.2401,11.4629,151.015,14.0099,73.3688,24.3985,15.2797
chr19:13094596-13094597,328.908,341.022,3.2005,11.3886,151.168,13.8762,73.1064,24.3886,15.2252
chr19:13140915-13140916,120.04700000000001,100.725,3.5396,8.37871,28.0223,9.88119,16.2054,6.945539999999999,6.42079
chr19:13140917-13140918,121.126,101.50200000000001,3.46535,8.44307,28.0569,9.94554,16.2005,6.9703,6.41089
chr19:13140918-13140919,121.666,101.891,3.4282199999999996,8.47525,28.0743,9.97772,16.198,6.98267,6.40594
chr19:13140924-13140925,124.90299999999999,104.223,3.20545,8.66832,28.1782,10.1708,16.1832,7.05693,6.37624
chr19:13144297-13144298,169.572,50.448,3.87129,11.5767,27.8292,13.8663,14.4653,9.82178,7.121289999999999
chr19:13145051-13145052,493.131,138.19299999999998,11.7153,7.56188,48.8168,11.5297,28.1139,15.6535,7.618810000000001
chr19:13145143-13145144,675.6610000000001,132.183,15.8713,10.8738,42.8738,11.6287,32.3416,16.2995,6.829210000000001
chr19:13163338-13163339,88.1832,5.85149,1.7203,4.33416,19.797,8.42327,11.1386,6.25743,3.5099
chr19:13163348-13163349,95.4851,5.55446,1.74505,4.58168,19.9703,8.59653,10.9158,6.35644,3.60891
chr19:13163350-13163351,97.2351,5.49505,1.7425700000000002,4.64356,19.9901,8.63614,10.8688,6.37129,3.63861
chr19:13163366-13163367,108.126,5.33663,1.62376,5.0396,19.9109,8.91337,10.7104,6.33168,3.91584
chr19:13163370-13163371,110.84899999999999,5.29703,1.59406,5.13861,19.8911,8.982669999999999,10.6708,6.32178,3.98515
chr19:13172036-13172037,142.755,38.8267,7.33663,9.89851,79.4752,11.8342,23.7277,13.0668,11.2748
chr19:13172108-13172109,180.109,62.5074,12.8465,11.3292,89.9035,14.0322,27.4084,13.7277,12.3465
chr19:13172366-13172367,660.0889999999999,169.275,12.6658,15.8292,93.7673,11.203,33.5421,16.2921,12.6188
chr19:13172406-13172407,648.616,169.255,10.6015,15.9332,89.2178,11.7871,30.8762,15.2277,12.9356
chr19:13172427-13172428,584.993,161.666,9.35396,15.7252,83.3441,11.5272,29.3168,14.7599,12.3639
chr19:13172431-13172432,572.874,160.22,9.11634,15.6856,82.2252,11.4777,29.0198,14.6708,12.255
chr19:13173287-13173288,25.0891,6.25,6.74257,7.0297,19.3738,6.4034699999999996,9.62624,6.96782,5.53218
chr19:13173296-13173297,25.2896,6.33911,6.920789999999999,7.00743,19.4629,6.38119,9.62624,6.9901,5.5099
chr19:13173297-13173298,25.3119,6.34901,6.940589999999999,7.00495,19.4728,6.37871,9.62624,6.99257,5.50743
chr19:13173300-13173301,25.3787,6.38366,6.9901,6.98267,19.5149,6.35396,9.62376,6.99257,5.49257
chr19:13173301-13173302,25.3861,6.39604,6.9802,6.96287,19.5322,6.32921,9.62376,6.98515,5.48515
chr19:13173303-13173304,25.401,6.42079,6.9604,6.92327,19.5668,6.2797,9.62376,6.9703,5.4703
chr19:13173312-13173313,25.4678,6.53218,6.871289999999999,6.74505,19.7228,6.05693,9.62376,6.9034699999999996,5.4034699999999996
chr19:13180522-13180523,2193.88,35.0693,191.676,237.998,191.671,501.31199999999995,134.53,174.90599999999998,284.661
chr19:13180532-13180533,2242.75,35.7624,202.988,251.19099999999997,196.15099999999998,525.47,139.876,187.282,295.255
chr19:13180585-13180586,2352.12,37.3465,242.505,308.441,214.817,639.349,163.24,244.139,337.89599999999996
chr19:13180592-13180593,2356.55,37.4158,246.317,315.077,216.91299999999998,653.262,165.96,250.983,342.55699999999996
chr19:13180963-13180964,898.7280000000001,37.900999999999996,29.9752,72.2327,102.238,148.718,67.2203,40.6708,81.1807
chr19:13180964-13180965,897.8739999999999,37.9035,29.8837,71.7946,102.02,147.78,66.9901,40.400999999999996,80.8391
chr19:13180967-13180968,895.312,37.9109,29.6089,70.4802,101.366,144.965,66.2995,39.5916,79.8144
chr19:13183485-13183486,106.196,16.3391,3.4777199999999997,5.42574,27.4035,5.24505,9.91337,7.07178,4.73267
chr19:13183486-13183487,107.124,16.401,3.4876199999999997,5.43069,27.3762,5.26238,9.91089,7.06683,4.74257
chr19:13183614-13183615,148.181,20.7475,4.10149,4.85396,26.2129,4.54703,10.7995,6.46287,8.09901
chr19:13183616-13183617,147.012,20.6634,4.08168,4.83416,26.2079,4.50248,10.7896,6.45792,8.16337
chr19:13188289-13188290,896.1210000000001,31.854,17.4406,83.5842,125.084,247.795,82.3267,74.2426,95.9579
chr19:13190468-13190469,1094.61,38.1015,12.7748,21.698,88.5941,38.6015,70.6114,18.9876,17.7748
chr19:13190470-13190471,1099.39,37.9926,12.8045,21.599,88.6584,38.4134,70.6114,18.9332,17.8045
chr19:13190473-13190474,1106.57,37.8292,12.849,21.4505,88.755,38.1312,70.6114,18.8515,17.849
chr19:13190490-13190491,1147.22,36.9035,13.1015,20.6089,89.302,36.5322,70.6114,18.3886,18.1015
chr19:13190513-13190514,1154.04,35.4554,13.0074,19.547,88.8985,33.8218,69.703,17.7871,17.9728
chr19:13190672-13190673,717.3789999999999,27.8688,13.8515,15.7624,64.6832,19.896,60.0149,15.2376,17.3441
chr19:13190693-13190694,680.785,26.8292,13.4876,15.6584,61.1485,19.2203,59.3391,15.3416,18.1238
chr19:13193359-13193360,192.233,51.9728,1.8292099999999998,5.9034699999999996,20.4777,3.5173300000000003,14.8837,14.3168,7.4505
chr19:13193367-13193368,194.56900000000002,53.2995,1.7896,5.82426,21.0718,3.63614,14.6856,14.4752,7.410889999999999
chr19:13193376-13193377,197.19799999999998,54.7921,1.74505,5.73515,21.7401,3.7698,14.4629,14.6535,7.366339999999999
chr19:13200136-13200137,264.468,61.6064,0.49009899999999995,4.26238,29.1139,4.68069,10.8738,7.16832,5.88614
chr19:13200139-13200140,269.644,62.2896,0.5198020000000001,4.23267,29.0619,4.69554,10.8738,7.21287,6.0198
chr19:13200140-13200141,271.369,62.5173,0.5297029999999999,4.22277,29.0446,4.7005,10.8738,7.22772,6.06436
chr19:13200176-13200177,311.337,67.3119,1.0222799999999999,4.05941,28.0767,4.41584,10.6089,7.574260000000001,7.29208
chr19:13200195-13200196,327.844,69.146,1.30446,4.01238,27.5124,4.18069,10.4208,7.71535,7.856439999999999
chr19:13200225-13200226,318.869,67.4332,1.69307,3.87129,25.9703,3.4232699999999996,9.7995,7.876239999999999,8.18812
chr19:13200234-13200235,314.302,66.6757,1.80446,3.8267300000000004,25.4802,3.17822,9.59901,7.920789999999999,8.25495
chr19:13200235-13200236,313.795,66.5916,1.81683,3.8217800000000004,25.4257,3.15099,9.57673,7.925739999999999,8.26238
chr19:13204791-13204792,913.9830000000001,226.208,8.39356,15.6312,155.262,17.8119,34.4678,17.9926,17.6658
chr19:13204798-13204799,932.418,228.079,8.37624,15.9257,156.614,18.0545,34.5891,18.0965,17.5272
chr19:13207191-13207192,583.181,39.6436,20.3342,9.91089,116.68799999999999,10.3688,43.3589,14.203,11.703
chr19:13207196-13207197,599.5790000000001,40.7079,21.0025,9.9604,118.161,10.4431,43.5817,14.302,11.802
chr19:13207224-13207225,663.592,46.1436,23.4431,9.75248,126.339,10.4975,44.7302,14.9876,12.3639
chr19:13207225-13207226,665.683,46.3317,23.5223,9.742569999999999,126.626,10.4975,44.7698,15.0124,12.3837
chr19:13207274-13207275,712.3889999999999,52.4505,24.5693,9.07178,136.542,10.1312,46.854,15.8045,13.1188
chr19:13207278-13207279,711.6060000000001,52.6881,24.4208,9.00248,136.998,10.0718,47.0322,15.8342,13.1584
chr19:13207290-13207291,709.26,53.401,23.9752,8.79455,138.364,9.89356,47.5668,15.9233,13.2772
chr19:13207291-13207292,709.064,53.4604,23.9381,8.77723,138.47799999999998,9.87871,47.6114,15.9307,13.2871
chr19:13207292-13207293,708.8689999999999,53.5198,23.901,8.7599,138.592,9.86386,47.6559,15.9381,13.297
chr19:13207293-13207294,708.673,53.5792,23.8639,8.742569999999999,138.705,9.84901,47.7005,15.9455,13.3069
chr19:13207295-13207296,708.2819999999999,53.698,23.7896,8.70792,138.933,9.81931,47.7896,15.9604,13.3267
chr19:13207668-13207669,213.72299999999998,19.6856,6.7401,7.876239999999999,97.9777,9.13366,33.5792,9.91089,12.948
chr19:13207709-13207710,169.106,19.5149,6.621289999999999,7.898510000000001,89.7426,7.78465,29.8564,10.8342,13.5965
chr19:13207712-13207713,165.63099999999997,19.6337,6.65842,7.905939999999999,89.2376,7.75495,29.5817,10.9752,13.6262
chr19:13207725-13207726,150.572,20.1485,6.819310000000001,7.93812,87.0495,7.626239999999999,28.3911,11.5866,13.755
chr19:13207726-13207727,149.41299999999998,20.1881,6.83168,7.940589999999999,86.8812,7.616339999999999,28.2995,11.6337,13.7649
chr19:13207729-13207730,145.938,20.3069,6.868810000000001,7.94802,86.3762,7.58663,28.0248,11.7748,13.7946
chr19:13207913-13207914,53.7624,22.796999999999997,10.3416,7.113860000000001,69.1411,12.3094,20.4332,17.4307,12.7921
chr19:13207923-13207924,54.505,22.104,10.3168,7.01485,67.9777,12.3589,20.6559,17.3812,12.3713
chr19:13207924-13207925,54.5792,22.0347,10.3144,7.00495,67.8614,12.3639,20.6782,17.3762,12.3292
chr19:13207967-13207968,56.6238,19.1089,9.93812,6.5297,62.5074,11.8837,21.5099,16.8515,10.6411
chr19:13207988-13207989,56.7797,17.7574,9.57426,6.2698,59.7005,11.1559,21.8218,16.3837,9.91337
chr19:13208039-13208040,48.8614,15.2327,7.898510000000001,5.63366,54.3911,9.47277,21.703000000000003,14.6485,9.20545
chr19:13208836-13208837,1073.76,21.5668,25.2797,15.9802,224.109,17.5421,82.9059,18.8416,19.2252
chr19:13212196-13212197,239.37099999999998,87.8193,4.51238,9.13614,164.68099999999998,8.64604,28.3144,14.1609,8.5297
chr19:13212204-13212205,246.646,90.9109,4.69307,9.31931,165.7,8.80693,28.7475,14.2252,9.017330000000001
chr19:13212206-13212207,247.79,91.5644,4.72277,9.34901,165.745,8.83168,28.8515,14.2153,9.13119
chr19:13212207-13212208,248.361,91.8911,4.73762,9.36386,165.767,8.84406,28.9035,14.2104,9.18812
chr19:13212252-13212253,272.052,106.14399999999999,5.38861,10.0198,166.158,9.4703,31.2228,13.9431,11.6584
chr19:13212447-13212448,111.411,73.0743,7.45792,10.1287,115.334,11.7673,29.6485,9.92079,12.6411
chr19:13212448-13212449,110.678,72.7302,7.47277,10.1262,115.126,11.7624,29.5941,9.90347,12.6337
chr19:13212456-13212457,106.33200000000001,70.2153,7.53218,10.0594,113.43799999999999,11.6782,29.1683,9.79455,12.6485
chr19:13212463-13212464,103.126,68.2228,7.56683,9.9901,112.087,11.6089,28.8218,9.70792,12.6658
chr19:13212464-13212465,102.66799999999999,67.9381,7.57178,9.9802,111.89399999999999,11.599,28.7723,9.69554,12.6683
chr19:13212480-13212481,95.3416,63.3837,7.650989999999999,9.82178,108.804,11.4406,27.9802,9.49752,12.7079
chr19:13212485-13212486,93.052,61.9604,7.675739999999999,9.77228,107.839,11.3911,27.7327,9.43564,12.7203
chr19:13212500-13212501,85.9926,57.5792,7.73515,9.62129,104.824,11.2252,26.9703,9.25248,12.745
chr19:13212501-13212502,85.6683,57.349,7.7203,9.61634,104.59200000000001,11.1931,26.9307,9.25495,12.7475
chr19:13212509-13212510,83.0743,55.5074,7.601489999999999,9.57673,102.73,10.9356,26.6139,9.27475,12.7673
chr19:13212551-13212552,69.2921,45.7599,6.93812,9.37624,92.9629,9.57921,24.9257,9.39851,12.8119
chr19:13212556-13212557,67.5965,44.7079,6.76485,9.37624,92.0965,9.44307,24.7153,9.4604,12.6386
chr19:13212557-13212558,67.2574,44.4975,6.7302,9.37624,91.9233,9.41584,24.6733,9.47277,12.604000000000001
chr19:13213615-13213616,2383.55,54.2748,95.2376,385.537,225.292,922.0369999999999,232.327,209.09400000000002,518.327
chr19:13213653-13213654,2437.43,54.1213,100.765,436.05,250.611,1026.87,248.738,243.646,561.379
chr19:13213679-13213680,2434.15,52.3837,98.448,446.153,267.087,1046.3,254.144,254.007,564.146
chr19:13213683-13213684,2433.65,52.1163,98.0916,447.708,269.621,1049.29,254.975,255.601,564.572
chr19:13213726-13213727,2346.77,47.8119,89.5891,433.584,294.743,1021.08,253.946,252.483,540.688
chr19:13215294-13215295,238.22299999999998,50.0891,8.38366,14.401,97.2772,6.5965300000000004,28.0792,11.8069,17.3515
chr19:13215344-13215345,290.302,68.6906,9.27723,15.4975,110.223,5.9505,33.3762,13.8738,17.2772
chr19:13215355-13215356,303.594,74.0842,9.53218,15.7673,114.124,6.06683,34.7723,14.5099,17.2822
chr19:13215356-13215357,304.871,74.6386,9.55941,15.7921,114.535,6.09901,34.9059,14.5767,17.2871
chr19:13215469-13215470,414.04,137.946,10.4604,18.0446,154.446,10.5099,46.604,19.9678,16.5644
chr19:13215480-13215481,418.26,142.465,10.1609,18.0718,156.106,10.8639,46.8762,20.0223,16.1832
chr19:13215481-13215482,418.644,142.876,10.1337,18.0743,156.257,10.895999999999999,46.901,20.0272,16.1485
chr19:13229740-13229741,236.762,8.32673,9.56188,12.8861,72.6634,4.82921,25.1015,12.5396,5.36139
chr19:13229768-13229769,243.178,8.232669999999999,9.94554,13.3366,76.9307,5.07426,23.1535,13.9307,4.68069
chr19:13229801-13229802,239.287,7.9703,9.80446,13.4307,81.6089,5.63614,20.7649,15.5495,4.1534699999999996
chr19:13243426-13243427,428.94599999999997,11.8292,29.3342,18.6683,35.1213,20.1955,27.9134,12.7995,9.52228
chr19:13243433-13243434,456.408,11.9158,30.8936,18.8762,35.4158,20.8366,28.4158,12.7475,9.62624
chr19:13243435-13243436,464.255,11.9406,31.3391,18.9356,35.5,21.0198,28.5594,12.7327,9.65594
chr19:13243436-13243437,468.17800000000005,11.953,31.5619,18.9653,35.5421,21.1114,28.6312,12.7252,9.67079
chr19:13243463-13243464,559.889,12.1238,37.0644,19.5074,36.0842,23.4307,30.1337,12.3861,9.767330000000001
chr19:13243473-13243474,587.562,12.1238,38.8465,19.6064,36.0594,24.198,30.505,12.2129,9.69307
chr19:13243480-13243481,606.933,12.1238,40.0941,19.6757,36.0421,24.7351,30.7649,12.0916,9.64109
chr19:13243496-13243497,651.21,12.1238,42.9455,19.8342,36.0025,25.9629,31.3589,11.8144,9.52228
chr19:13243512-13243513,667.166,12.1262,44.2351,19.7153,35.6213,27.3243,31.4926,11.4975,9.25
chr19:13243513-13243514,667.6039999999999,12.1262,44.2847,19.703,35.5916,27.4084,31.4926,11.4777,9.2302
chr19:13243521-13243522,671.1089999999999,12.1262,44.6807,19.604,35.354,28.0817,31.4926,11.3193,9.07178
chr19:13243524-13243525,672.423,12.1262,44.8292,19.5668,35.2649,28.3342,31.4926,11.2599,9.01238
chr19:13264517-13264518,296.23,52.5767,7.02475,11.8317,79.1757,10.6733,38.2129,20.9282,11.5693
chr19:13264535-13264536,294.27,51.9084,6.66832,11.7871,79.354,10.8515,36.6535,21.2401,11.2574
chr19:13264537-13264538,294.052,51.8342,6.628710000000001,11.7822,79.3738,10.8713,36.4802,21.2748,11.2228
chr19:13273775-13273776,1396.05,27.25,32.0842,16.3837,107.54,19.3267,91.3911,24.0545,17.3985
chr19:13273839-13273840,1698.09,27.745,41.1411,17.3663,131.077,20.9653,106.693,23.1609,20.396
chr19:13273841-13273842,1705.2,27.7698,41.3688,17.3911,131.879,20.995,107.119,23.1312,20.4851
chr19:13273859-13273860,1722.9,28.1163,42.3564,17.5223,139.569,21.046999999999997,109.436,22.854,21.2104
chr19:13273872-13273873,1705.42,28.4381,42.3564,17.5545,145.168,20.9505,110.04700000000001,22.6609,21.6609
chr19:13273927-13273928,1486.57,29.604,37.8193,17.349,170.537,19.8564,108.406,21.7005,22.8267
chr19:13273928-13273929,1480.02,29.6213,37.6559,17.3391,171.02,19.8243,108.3,21.6807,22.8342
chr19:13283350-13283351,258.693,10.5173,6.35396,18.3985,39.5297,19.1163,14.0,6.38861,4.7599
chr19:13305557-13305558,115.649,144.725,2.0,12.0173,25.2896,8.06436,14.5198,10.8911,10.9678
chr19:13305595-13305596,109.064,133.814,2.0,12.1114,24.255,7.78218,14.6139,12.2079,10.2153
chr19:13305596-13305597,108.891,133.52700000000002,2.0,12.1139,24.2277,7.77475,14.6163,12.2426,10.1955
chr19:13323773-13323774,208.188,56.6634,0.485149,5.5495,25.5767,3.78465,11.25,7.41832,4.74505
chr19:13323782-13323783,218.614,59.4257,0.574257,5.61634,26.2673,3.9405900000000003,11.6287,7.5297,5.16832
chr19:13323850-13323851,248.76,74.3243,1.5198,5.50495,30.755,4.62376,14.3861,8.37871,8.26238
